=== New Logging Session ===
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.00, 0.02 | Gyro: 0.2, 0.1, 0.0 || MPU2 Acc: -0.01, -0.03, -0.01 | Gyro: 0.5, 0.4, 0.4 || Time: 12031 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 6.58, 3.43, -0.43 | Gyro: 4.8, -12.0, -175.6 || MPU2 Acc: -8.66, 4.60, 1.69 | Gyro: 24.4, -40.9, -106.0 || Time: 120314 ms
Enc Cnt: -9 | Angle: -2.0° || MPU1 Acc: -3.70, -0.97, -0.18 | Gyro: 5.4, -1.3, -174.7 || MPU2 Acc: -0.14, -0.51, -1.14 | Gyro: 19.1, -42.3, -117.1 || Time: 120324 ms
Enc Cnt: -11 | Angle: -2.5° || MPU1 Acc: -6.68, -3.42, 1.77 | Gyro: 15.0, -14.5, -141.6 || MPU2 Acc: 3.57, -2.08, 0.32 | Gyro: 25.8, -26.1, -110.6 || Time: 120336 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -2.80, -2.33, 3.76 | Gyro: 25.9, -13.1, -124.9 || MPU2 Acc: 1.83, -0.12, 2.75 | Gyro: 22.9, -7.8, -105.6 || Time: 120346 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -1.55, -1.20, 0.43 | Gyro: 35.4, -3.4, -117.0 || MPU2 Acc: 0.55, 0.53, 0.97 | Gyro: 18.7, 5.5, -102.8 || Time: 120356 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -2.38, -0.96, 0.87 | Gyro: 33.8, 1.8, -112.5 || MPU2 Acc: -0.93, 0.13, 1.28 | Gyro: 18.3, 10.2, -102.1 || Time: 120366 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -8.25, -2.78, -0.53 | Gyro: 24.9, 6.2, -92.7 || MPU2 Acc: 1.41, -3.07, -0.84 | Gyro: 21.6, 7.2, -104.9 || Time: 120376 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -8.69, -2.04, -3.36 | Gyro: 22.0, -0.6, -61.2 || MPU2 Acc: 2.12, -3.01, -2.03 | Gyro: 18.3, 13.9, -102.3 || Time: 120386 ms
Enc Cnt: -9 | Angle: -2.5° || MPU1 Acc: -10.53, -2.64, -2.44 | Gyro: 17.0, 25.6, -27.6 || MPU2 Acc: -1.41, -9.66, 15.52 | Gyro: 32.6, 8.5, -94.5 || Time: 120397 ms
Enc Cnt: -6 | Angle: -1.8° || MPU1 Acc: -3.07, -1.11, 0.89 | Gyro: 33.1, -14.3, -6.6 || MPU2 Acc: 0.75, 1.79, -0.86 | Gyro: 15.3, 25.0, -93.0 || Time: 120406 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -10.53, -3.73, -7.25 | Gyro: 28.6, -10.4, 0.5 || MPU2 Acc: 1.29, 0.11, -1.37 | Gyro: 18.8, 21.3, -83.9 || Time: 120416 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.18, 0.61, -3.89 | Gyro: 17.3, -10.7, 2.8 || MPU2 Acc: -0.67, 0.38, -1.84 | Gyro: 20.0, 9.2, -79.5 || Time: 120426 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -0.17, 0.03, -1.40 | Gyro: 0.3, -18.1, 0.7 || MPU2 Acc: 0.06, -0.17, -1.88 | Gyro: 25.2, -7.2, -74.7 || Time: 120436 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.69, 0.09, 1.29 | Gyro: 1.2, -20.9, 0.4 || MPU2 Acc: 1.46, -0.22, -1.35 | Gyro: 30.7, -6.8, -70.5 || Time: 120446 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.11, 0.05, -0.01 | Gyro: 3.6, -15.4, 0.1 || MPU2 Acc: 1.27, 0.38, 0.32 | Gyro: 29.8, -2.0, -65.1 || Time: 120456 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.11, 0.04, -0.28 | Gyro: 2.4, -12.2, -0.0 || MPU2 Acc: 1.27, 0.18, 0.38 | Gyro: 23.9, -2.5, -59.3 || Time: 120467 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 0.28, 0.08, 0.10 | Gyro: 1.8, -9.5, 0.1 || MPU2 Acc: 0.93, 0.49, 0.77 | Gyro: 19.3, -2.3, -55.7 || Time: 120477 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 0.17, 0.13, -0.22 | Gyro: 2.3, -4.1, 0.5 || MPU2 Acc: 0.35, 0.43, 0.93 | Gyro: 15.0, -4.3, -54.1 || Time: 120487 ms
Enc Cnt: 19 | Angle: 4.5° || MPU1 Acc: -0.22, -0.01, -0.57 | Gyro: 1.5, -1.0, 0.2 || MPU2 Acc: 0.78, 0.54, 0.04 | Gyro: 10.0, -5.6, -53.1 || Time: 120497 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.10, 0.06, -0.11 | Gyro: 1.3, 0.9, 0.0 || MPU2 Acc: 0.74, 0.38, 0.31 | Gyro: 8.1, -6.5, -52.2 || Time: 120507 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.08, 0.06, -0.23 | Gyro: 1.2, 3.5, 0.0 || MPU2 Acc: 1.14, 0.25, 0.35 | Gyro: 6.4, -6.9, -50.3 || Time: 120517 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.09, 0.04, -0.17 | Gyro: 1.2, 4.0, -0.0 || MPU2 Acc: 1.28, 0.28, 0.10 | Gyro: 4.3, -6.5, -47.7 || Time: 120529 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: -0.06, 0.11, -0.37 | Gyro: 0.6, 4.7, 0.2 || MPU2 Acc: 1.39, 0.11, -0.04 | Gyro: 2.7, -6.1, -45.7 || Time: 120539 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: 0.07, 0.04, -0.21 | Gyro: 1.4, 5.1, 0.0 || MPU2 Acc: 1.50, 0.20, 0.05 | Gyro: 0.6, -4.9, -43.6 || Time: 120549 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: -0.00, 0.02, -0.24 | Gyro: 1.1, 5.6, 0.0 || MPU2 Acc: 1.74, 0.12, -0.20 | Gyro: 0.6, -4.6, -40.8 || Time: 120559 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: 0.06, 0.06, -0.24 | Gyro: 0.6, 5.9, 0.2 || MPU2 Acc: 1.69, 0.26, 0.14 | Gyro: -0.0, -3.9, -37.8 || Time: 120569 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: -0.05, 0.06, -0.53 | Gyro: 0.3, 6.1, -0.1 || MPU2 Acc: 1.53, 0.16, -0.06 | Gyro: -2.0, -4.0, -35.2 || Time: 120579 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: 0.10, 0.01, -0.24 | Gyro: 0.5, 6.5, -0.1 || MPU2 Acc: 1.36, 0.26, -0.10 | Gyro: -2.9, -2.8, -34.1 || Time: 120589 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: 0.01, 0.11, -0.45 | Gyro: 0.9, 5.8, -0.0 || MPU2 Acc: 1.27, 0.12, -0.64 | Gyro: -2.3, -3.0, -34.4 || Time: 120601 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: -0.03, 0.08, -0.39 | Gyro: 0.7, 4.5, 0.2 || MPU2 Acc: 1.51, 0.15, -0.48 | Gyro: -0.3, -2.5, -34.1 || Time: 120610 ms
Enc Cnt: 39 | Angle: 9.8° || MPU1 Acc: 0.06, 0.10, -0.38 | Gyro: 1.1, 3.4, -0.1 || MPU2 Acc: 1.72, 0.11, -0.54 | Gyro: -0.3, -2.0, -33.5 || Time: 120620 ms
Enc Cnt: 40 | Angle: 10.0° || MPU1 Acc: 0.07, 0.10, -0.18 | Gyro: 0.8, 3.3, -0.6 || MPU2 Acc: 1.85, 0.09, -0.21 | Gyro: 0.3, -1.0, -32.1 || Time: 120631 ms
Enc Cnt: 42 | Angle: 10.3° || MPU1 Acc: 0.03, 0.04, -0.28 | Gyro: 1.5, 2.4, -0.5 || MPU2 Acc: 2.04, 0.18, -0.35 | Gyro: 1.4, -0.1, -30.1 || Time: 120640 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: 0.08, 0.09, -0.39 | Gyro: 1.3, 2.0, -0.4 || MPU2 Acc: 1.79, 0.23, -0.11 | Gyro: -0.6, 1.2, -27.6 || Time: 120650 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: 0.01, 0.00, -0.26 | Gyro: 1.3, 1.4, -0.4 || MPU2 Acc: 1.83, 0.25, -0.27 | Gyro: -0.7, 1.9, -25.3 || Time: 120662 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: 0.10, 0.08, -0.29 | Gyro: 1.2, 1.2, -0.8 || MPU2 Acc: 1.76, 0.21, -0.09 | Gyro: -0.6, 2.0, -24.9 || Time: 120672 ms
Enc Cnt: 46 | Angle: 11.5° || MPU1 Acc: 0.00, 0.01, -0.31 | Gyro: 1.5, 0.5, -0.6 || MPU2 Acc: 1.63, 0.34, -0.31 | Gyro: 0.1, 2.1, -25.1 || Time: 120682 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: 0.00, 0.00, -0.34 | Gyro: 1.0, -0.1, -0.6 || MPU2 Acc: 1.69, 0.35, -0.45 | Gyro: 0.9, 1.8, -26.0 || Time: 120692 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: 0.01, 0.00, -0.39 | Gyro: 1.2, -1.0, -0.5 || MPU2 Acc: 1.90, 0.23, -0.48 | Gyro: 2.8, 2.0, -26.3 || Time: 120702 ms
Enc Cnt: 49 | Angle: 12.3° || MPU1 Acc: 0.05, 0.01, -0.32 | Gyro: 1.1, -1.4, -0.5 || MPU2 Acc: 1.94, 0.38, -0.47 | Gyro: 2.9, 1.5, -25.7 || Time: 120712 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: 3.00, 2.97, 2.41 | Gyro: -0.8, 4.4, -2.0 || MPU2 Acc: 0.90, -1.71, 5.78 | Gyro: 8.0, 2.4, -23.5 || Time: 120722 ms
Enc Cnt: 51 | Angle: 12.8° || MPU1 Acc: -0.40, -0.90, -0.75 | Gyro: 2.0, -3.4, 0.4 || MPU2 Acc: 2.16, 1.21, -0.37 | Gyro: 2.2, 2.7, -22.6 || Time: 120734 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.14, -0.05, -0.60 | Gyro: 1.2, -1.9, -0.8 || MPU2 Acc: 2.75, 0.40, -0.20 | Gyro: 1.2, 3.8, -21.2 || Time: 120743 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.23, -0.06, -0.95 | Gyro: 1.0, -1.6, -0.6 || MPU2 Acc: 2.30, 0.40, -1.17 | Gyro: -0.1, 1.5, -20.2 || Time: 120753 ms
Enc Cnt: 53 | Angle: 13.3° || MPU1 Acc: 0.36, 0.34, 0.10 | Gyro: 0.6, 2.4, -0.7 || MPU2 Acc: 1.59, 0.04, 1.81 | Gyro: 1.1, 1.3, -18.9 || Time: 120764 ms
Enc Cnt: 54 | Angle: 13.5° || MPU1 Acc: 0.12, 0.12, -0.20 | Gyro: 0.9, 0.9, -0.6 || MPU2 Acc: 2.22, 0.42, 0.04 | Gyro: -0.2, 2.0, -18.3 || Time: 120773 ms
Enc Cnt: 55 | Angle: 13.8° || MPU1 Acc: 0.10, 0.02, -0.20 | Gyro: 1.2, 1.5, -0.7 || MPU2 Acc: 2.44, 0.35, -0.33 | Gyro: -1.0, 1.8, -17.5 || Time: 120783 ms
Enc Cnt: 56 | Angle: 14.0° || MPU1 Acc: 0.65, 0.52, 0.44 | Gyro: 0.6, 0.2, -0.2 || MPU2 Acc: 2.14, -0.21, 0.94 | Gyro: 1.5, 2.6, -15.6 || Time: 120805 ms
Enc Cnt: 57 | Angle: 14.3° || MPU1 Acc: -0.07, -0.13, -0.44 | Gyro: 0.9, -2.5, -0.2 || MPU2 Acc: 2.35, 0.59, -0.77 | Gyro: 1.9, 4.0, -15.3 || Time: 120815 ms
Enc Cnt: 57 | Angle: 14.3° || MPU1 Acc: -0.05, -0.13, -0.53 | Gyro: 1.2, -3.5, -0.2 || MPU2 Acc: 2.31, 0.51, -0.44 | Gyro: 2.2, 4.1, -15.3 || Time: 120825 ms
Enc Cnt: 58 | Angle: 14.5° || MPU1 Acc: -0.08, -0.17, -0.45 | Gyro: 1.4, -4.4, -0.1 || MPU2 Acc: 2.30, 0.75, -0.65 | Gyro: 3.3, 3.9, -16.1 || Time: 120836 ms
Enc Cnt: 58 | Angle: 14.5° || MPU1 Acc: 0.03, -0.04, -0.22 | Gyro: 0.8, -3.8, -0.1 || MPU2 Acc: 2.33, 0.63, -0.09 | Gyro: 3.9, 3.6, -16.3 || Time: 120846 ms
Enc Cnt: 59 | Angle: 14.8° || MPU1 Acc: 0.42, 0.32, 0.17 | Gyro: 0.8, -1.7, -0.7 || MPU2 Acc: 2.21, 0.13, 0.98 | Gyro: 4.8, 3.2, -16.1 || Time: 120856 ms
Enc Cnt: 60 | Angle: 15.0° || MPU1 Acc: 0.39, 0.33, 0.19 | Gyro: 0.5, -1.0, -0.7 || MPU2 Acc: 2.25, 0.21, 1.05 | Gyro: 3.3, 3.1, -16.1 || Time: 120866 ms
Enc Cnt: 60 | Angle: 15.0° || MPU1 Acc: -0.28, -0.24, -0.85 | Gyro: 1.3, -4.0, -0.1 || MPU2 Acc: 2.47, 0.81, -0.74 | Gyro: 1.3, 3.1, -16.3 || Time: 120877 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: -0.51, -0.43, -1.16 | Gyro: 0.8, -5.1, 0.2 || MPU2 Acc: 2.69, 0.84, -1.60 | Gyro: 2.6, 3.3, -16.1 || Time: 120887 ms
Enc Cnt: 62 | Angle: 15.5° || MPU1 Acc: 0.08, 0.05, -0.20 | Gyro: 0.7, -4.8, -0.2 || MPU2 Acc: 2.47, 0.40, -0.38 | Gyro: 4.8, 3.6, -15.3 || Time: 120897 ms
Enc Cnt: 62 | Angle: 15.5° || MPU1 Acc: 0.39, 0.25, 0.30 | Gyro: 0.2, -3.0, -0.8 || MPU2 Acc: 2.21, 0.02, 0.63 | Gyro: 4.9, 3.5, -15.2 || Time: 120907 ms
Enc Cnt: 63 | Angle: 15.8° || MPU1 Acc: -0.05, -0.14, -0.11 | Gyro: 0.7, -3.4, -0.5 || MPU2 Acc: 2.27, 0.78, -0.28 | Gyro: 3.7, 3.0, -15.8 || Time: 120917 ms
Enc Cnt: 63 | Angle: 15.8° || MPU1 Acc: 0.12, 0.03, -0.10 | Gyro: 0.9, -3.2, -0.5 || MPU2 Acc: 2.23, 0.90, 0.22 | Gyro: 3.8, 2.6, -16.3 || Time: 120927 ms
Enc Cnt: 64 | Angle: 16.0° || MPU1 Acc: 0.00, -0.01, -0.40 | Gyro: 0.8, -3.0, -0.5 || MPU2 Acc: 2.66, 0.70, -0.40 | Gyro: 2.9, 3.3, -16.2 || Time: 120939 ms
Enc Cnt: 65 | Angle: 16.3° || MPU1 Acc: -0.06, 0.03, -0.19 | Gyro: 0.6, -2.4, -0.5 || MPU2 Acc: 2.40, 0.42, 0.08 | Gyro: 3.1, 2.7, -15.9 || Time: 120948 ms
Enc Cnt: 65 | Angle: 16.3° || MPU1 Acc: 0.19, 0.17, -0.02 | Gyro: 0.2, -1.4, -0.6 || MPU2 Acc: 2.60, 0.40, 0.42 | Gyro: 3.9, 2.4, -14.8 || Time: 120958 ms
Enc Cnt: 66 | Angle: 16.5° || MPU1 Acc: -0.11, 0.37, -0.45 | Gyro: 1.0, -2.4, -11.5 || MPU2 Acc: 3.36, -0.82, -0.16 | Gyro: 1.7, 4.7, -14.7 || Time: 120969 ms
Enc Cnt: 66 | Angle: 16.5° || MPU1 Acc: 0.07, -0.09, -0.20 | Gyro: 1.5, -2.3, -14.1 || MPU2 Acc: 2.71, 0.85, -0.09 | Gyro: 1.2, 4.0, -14.4 || Time: 120978 ms
Enc Cnt: 66 | Angle: 16.5° || MPU1 Acc: 0.15, 0.05, -0.24 | Gyro: 1.6, -1.6, -14.1 || MPU2 Acc: 2.54, 0.33, -0.07 | Gyro: 3.0, 3.3, -13.9 || Time: 120988 ms
Enc Cnt: 66 | Angle: 16.5° || MPU1 Acc: 0.02, 0.03, -0.31 | Gyro: 1.6, -3.1, -15.4 || MPU2 Acc: 2.68, 0.11, -0.27 | Gyro: 3.0, 5.0, -14.0 || Time: 120998 ms
Enc Cnt: 65 | Angle: 16.3° || MPU1 Acc: 0.03, 0.01, -0.23 | Gyro: 1.6, -5.1, -17.8 || MPU2 Acc: 2.61, 0.11, -0.32 | Gyro: 4.4, 5.6, -14.9 || Time: 121009 ms
Enc Cnt: 65 | Angle: 16.3° || MPU1 Acc: 0.01, -0.00, -0.27 | Gyro: 2.2, -6.0, -20.1 || MPU2 Acc: 2.50, 0.27, -0.18 | Gyro: 6.1, 6.1, -16.1 || Time: 121018 ms
Enc Cnt: 65 | Angle: 16.3° || MPU1 Acc: 0.06, 0.12, -0.11 | Gyro: 1.6, -4.5, -23.1 || MPU2 Acc: 2.49, -0.14, 0.60 | Gyro: 6.7, 6.0, -17.4 || Time: 121028 ms
Enc Cnt: 65 | Angle: 16.3° || MPU1 Acc: 0.03, 0.04, -0.05 | Gyro: 3.6, -3.6, -29.2 || MPU2 Acc: 2.72, -0.13, 0.44 | Gyro: 4.4, 6.8, -18.1 || Time: 121040 ms
Enc Cnt: 64 | Angle: 16.0° || MPU1 Acc: -0.01, -0.10, -0.15 | Gyro: 3.9, -2.5, -33.4 || MPU2 Acc: 2.87, 0.04, 0.27 | Gyro: 3.8, 6.3, -17.9 || Time: 121050 ms
Enc Cnt: 63 | Angle: 15.8° || MPU1 Acc: 0.01, -0.18, 0.02 | Gyro: 4.6, -0.5, -36.1 || MPU2 Acc: 2.63, 0.34, 0.62 | Gyro: 1.3, 5.3, -18.3 || Time: 121060 ms
Enc Cnt: 62 | Angle: 15.5° || MPU1 Acc: -0.06, -0.28, -0.23 | Gyro: 4.6, 1.4, -38.2 || MPU2 Acc: 2.72, 0.26, 0.39 | Gyro: -0.3, 4.1, -18.6 || Time: 121071 ms
Enc Cnt: 62 | Angle: 15.5° || MPU1 Acc: 0.10, -0.31, 0.02 | Gyro: 4.7, 2.5, -40.8 || MPU2 Acc: 2.74, 0.09, 0.49 | Gyro: 0.0, 4.6, -18.6 || Time: 121080 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: 1.94, 1.28, -1.03 | Gyro: 4.7, 2.2, -42.9 || MPU2 Acc: 2.41, -0.20, 1.06 | Gyro: -2.2, 4.2, -20.2 || Time: 121090 ms
Enc Cnt: 59 | Angle: 14.8° || MPU1 Acc: -0.16, -1.13, -0.53 | Gyro: 7.5, 2.9, -45.4 || MPU2 Acc: 2.81, 0.73, -0.31 | Gyro: -3.9, 5.3, -22.5 || Time: 121102 ms
Enc Cnt: 58 | Angle: 14.5° || MPU1 Acc: -0.29, -1.02, 0.25 | Gyro: 8.2, 3.6, -48.2 || MPU2 Acc: 3.35, 0.86, -0.96 | Gyro: -3.6, 1.4, -23.4 || Time: 121112 ms
Enc Cnt: 57 | Angle: 14.3° || MPU1 Acc: 0.24, 0.65, -2.19 | Gyro: 6.4, 7.0, -47.3 || MPU2 Acc: 2.56, -0.17, 2.65 | Gyro: 0.4, 3.9, -22.2 || Time: 121122 ms
Enc Cnt: 56 | Angle: 14.0° || MPU1 Acc: 0.00, -0.20, -2.87 | Gyro: 6.7, 1.0, -46.6 || MPU2 Acc: 2.54, 0.83, 0.35 | Gyro: -3.8, 4.3, -20.6 || Time: 121133 ms
Enc Cnt: 55 | Angle: 13.8° || MPU1 Acc: -0.55, -0.99, -0.10 | Gyro: 7.1, 3.0, -48.8 || MPU2 Acc: 4.52, -0.09, 0.65 | Gyro: -1.0, 5.9, -18.9 || Time: 121143 ms
Enc Cnt: 53 | Angle: 13.3° || MPU1 Acc: 0.69, -0.70, 0.38 | Gyro: 5.7, 5.4, -54.8 || MPU2 Acc: 2.74, -0.69, -0.76 | Gyro: 1.4, 3.0, -17.5 || Time: 121153 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: 2.67, 1.35, -3.14 | Gyro: 6.6, -3.3, -57.8 || MPU2 Acc: 2.61, 0.35, -0.65 | Gyro: -2.7, 7.7, -19.5 || Time: 121163 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: -0.19, -1.25, -0.60 | Gyro: 10.5, 1.8, -64.0 || MPU2 Acc: 3.57, 0.34, 1.23 | Gyro: -2.3, 9.8, -21.0 || Time: 121174 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: 2.35, -2.94, -2.55 | Gyro: 17.7, 17.9, -61.3 || MPU2 Acc: 3.52, 5.00, 1.19 | Gyro: -9.7, 5.8, -25.4 || Time: 121184 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: 5.16, -0.41, -3.10 | Gyro: 35.8, 22.9, -45.5 || MPU2 Acc: 5.19, 3.07, -2.78 | Gyro: -30.7, 26.6, -25.6 || Time: 121194 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: 3.74, -0.62, -2.97 | Gyro: 54.5, 21.8, -48.2 || MPU2 Acc: 5.97, 0.71, -4.30 | Gyro: -38.3, 50.1, -23.4 || Time: 121206 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: -0.38, -2.68, -2.69 | Gyro: 67.8, 27.5, -45.2 || MPU2 Acc: 5.37, 1.90, -2.17 | Gyro: -39.1, 59.3, -22.7 || Time: 121216 ms
Enc Cnt: 41 | Angle: 10.3° || MPU1 Acc: 1.41, -2.77, -1.59 | Gyro: 84.2, 32.4, -39.7 || MPU2 Acc: 5.50, 2.20, -3.42 | Gyro: -45.9, 71.6, -22.6 || Time: 121226 ms
Enc Cnt: 40 | Angle: 10.0° || MPU1 Acc: 0.68, -2.96, -2.41 | Gyro: 101.8, 41.6, -31.4 || MPU2 Acc: 4.64, 1.55, -1.82 | Gyro: -51.6, 85.7, -23.1 || Time: 121237 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: 0.01, -2.45, -2.71 | Gyro: 118.8, 41.0, -26.7 || MPU2 Acc: 4.87, 0.65, -3.99 | Gyro: -57.5, 105.5, -22.3 || Time: 121246 ms
Enc Cnt: 37 | Angle: 9.3° || MPU1 Acc: 0.10, -2.55, -2.98 | Gyro: 134.0, 44.7, -23.9 || MPU2 Acc: 4.49, 0.34, -5.02 | Gyro: -60.4, 117.6, -23.9 || Time: 121256 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: -0.63, -2.82, -2.58 | Gyro: 151.7, 45.5, -18.8 || MPU2 Acc: 3.96, 0.22, -3.56 | Gyro: -62.4, 134.8, -27.9 || Time: 121267 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: 0.35, -1.90, -2.55 | Gyro: 165.8, 49.9, -16.6 || MPU2 Acc: 4.30, 0.27, -4.00 | Gyro: -65.2, 153.8, -30.5 || Time: 121277 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: 0.14, -1.40, -2.78 | Gyro: 178.6, 56.8, -10.8 || MPU2 Acc: 3.36, 0.87, -3.68 | Gyro: -68.0, 175.7, -30.6 || Time: 121287 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: 0.46, -1.01, -3.27 | Gyro: 188.8, 61.3, -1.1 || MPU2 Acc: 2.88, 1.38, -3.85 | Gyro: -70.1, 185.2, -27.0 || Time: 121299 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: 1.19, -1.41, -2.41 | Gyro: 193.6, 63.6, 10.1 || MPU2 Acc: 1.75, 2.31, -4.66 | Gyro: -67.6, 181.7, -23.9 || Time: 121308 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: 0.17, -2.38, -2.99 | Gyro: 198.5, 57.8, 19.9 || MPU2 Acc: 3.68, 0.82, -3.80 | Gyro: -72.6, 195.3, -23.5 || Time: 121318 ms
Enc Cnt: 29 | Angle: 7.5° || MPU1 Acc: 0.39, -1.87, -2.78 | Gyro: 202.4, 51.0, 25.4 || MPU2 Acc: 3.35, 0.62, -2.81 | Gyro: -72.1, 189.6, -20.5 || Time: 121328 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: 0.68, -2.05, -4.34 | Gyro: 201.1, 50.1, 30.5 || MPU2 Acc: 3.26, 0.27, -2.55 | Gyro: -71.6, 190.9, -17.8 || Time: 121338 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: -0.20, -2.40, -1.68 | Gyro: 202.8, 46.6, 39.0 || MPU2 Acc: 3.24, 0.24, -2.08 | Gyro: -69.7, 191.8, -18.8 || Time: 121348 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: 0.46, -2.97, -3.53 | Gyro: 197.5, 51.3, 43.4 || MPU2 Acc: 2.06, 2.37, -1.19 | Gyro: -70.3, 182.0, -18.0 || Time: 121359 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: -0.65, -2.97, -2.53 | Gyro: 193.1, 54.4, 53.9 || MPU2 Acc: 3.06, 1.11, -1.34 | Gyro: -73.0, 181.2, -20.2 || Time: 121368 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: -0.58, -3.01, -2.18 | Gyro: 194.6, 52.0, 61.4 || MPU2 Acc: 4.20, 0.28, -2.60 | Gyro: -73.4, 182.5, -19.7 || Time: 121378 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: -1.01, -2.72, -2.49 | Gyro: 194.8, 44.8, 68.7 || MPU2 Acc: 3.91, 0.74, -2.43 | Gyro: -72.3, 186.4, -16.2 || Time: 121388 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: -0.32, -2.02, 0.20 | Gyro: 196.5, 42.2, 75.9 || MPU2 Acc: 3.42, 0.40, -0.81 | Gyro: -70.6, 191.4, -12.3 || Time: 121398 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: 0.07, -2.83, 0.90 | Gyro: 201.6, 40.6, 79.8 || MPU2 Acc: 3.32, 0.58, -0.64 | Gyro: -70.6, 197.1, -11.4 || Time: 121408 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: 2.95, -4.02, -0.46 | Gyro: 211.3, 37.7, 80.6 || MPU2 Acc: 3.71, 0.87, -1.27 | Gyro: -72.7, 206.8, -16.0 || Time: 121418 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: 1.38, -3.79, -0.79 | Gyro: 226.2, 33.8, 85.2 || MPU2 Acc: 4.38, 1.69, -1.48 | Gyro: -76.2, 226.3, -19.4 || Time: 121429 ms
Enc Cnt: 37 | Angle: 9.3° || MPU1 Acc: 1.07, -3.76, -2.26 | Gyro: 234.6, 29.3, 85.1 || MPU2 Acc: 4.43, 1.62, -3.16 | Gyro: -80.9, 234.7, -18.8 || Time: 121439 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: 1.66, -2.64, -1.27 | Gyro: 243.9, 28.9, 87.0 || MPU2 Acc: 4.16, 1.36, -0.30 | Gyro: -80.3, 241.4, -17.0 || Time: 121449 ms
