=== New Logging Session ===
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.00, -0.00, 0.01 | Gyro: 0.1, 0.0, -0.2 || MPU2 Acc: -0.02, -0.02, 0.12 | Gyro: -0.3, 0.0, 0.1 || Time: 12029 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.03, -0.47, -0.02 | Gyro: 10.6, -1.1, -64.1 || MPU2 Acc: 0.73, -0.37, -0.03 | Gyro: 9.7, 0.3, -54.1 || Time: 80360 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.30, -0.63, -0.55 | Gyro: 11.6, -1.7, -67.7 || MPU2 Acc: 0.73, -0.18, -0.81 | Gyro: 11.3, -2.2, -59.1 || Time: 80371 ms
Enc Cnt: 19 | Angle: 5.0° || MPU1 Acc: -0.42, -0.49, -0.37 | Gyro: 12.1, 1.7, -74.5 || MPU2 Acc: 0.96, -1.25, 0.16 | Gyro: 12.1, -3.1, -63.5 || Time: 80380 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.76, -0.40, -0.24 | Gyro: 12.7, 3.5, -85.5 || MPU2 Acc: 1.59, -2.81, -0.74 | Gyro: 12.3, -4.9, -67.7 || Time: 80390 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -2.16, -0.95, -1.18 | Gyro: 14.7, 0.3, -97.7 || MPU2 Acc: 1.24, -3.14, -1.59 | Gyro: 15.0, -4.6, -74.6 || Time: 80400 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.28, -0.72, -0.20 | Gyro: 18.6, -0.9, -114.1 || MPU2 Acc: 0.56, -3.25, 0.21 | Gyro: 17.3, -2.8, -82.5 || Time: 80410 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -2.03, -1.44, -0.76 | Gyro: 20.1, -1.3, -128.4 || MPU2 Acc: 1.29, -2.98, -0.48 | Gyro: 15.9, -1.5, -87.4 || Time: 80420 ms
Enc Cnt: 13 | Angle: 3.5° || MPU1 Acc: -1.91, -1.38, -0.29 | Gyro: 21.2, 0.5, -142.7 || MPU2 Acc: 0.58, -3.30, 0.44 | Gyro: 17.9, -3.4, -94.6 || Time: 80430 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -2.48, -1.27, -0.15 | Gyro: 24.3, 4.9, -161.4 || MPU2 Acc: 0.63, -5.27, 0.35 | Gyro: 15.9, -3.1, -105.4 || Time: 80441 ms
Enc Cnt: 8 | Angle: 2.2° || MPU1 Acc: -3.45, -1.67, -0.92 | Gyro: 28.4, 6.4, -182.7 || MPU2 Acc: 0.44, -6.34, 0.45 | Gyro: 15.3, -2.5, -120.1 || Time: 80451 ms
Enc Cnt: 5 | Angle: 1.5° || MPU1 Acc: -1.83, -6.28, -2.74 | Gyro: 37.4, 12.9, -213.2 || MPU2 Acc: 0.54, -3.66, -1.72 | Gyro: 11.4, -14.7, -141.9 || Time: 80461 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -5.34, -4.73, -1.60 | Gyro: 53.8, 23.6, -235.9 || MPU2 Acc: 2.12, -6.91, 0.88 | Gyro: 2.3, 4.0, -168.9 || Time: 80473 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -6.37, -5.90, 0.45 | Gyro: 51.3, 23.8, -259.9 || MPU2 Acc: 1.31, -9.79, 1.87 | Gyro: 11.9, 0.2, -184.7 || Time: 80483 ms
Enc Cnt: -5 | Angle: -1.0° || MPU1 Acc: -10.38, -6.54, -1.70 | Gyro: 49.2, 17.3, -285.8 || MPU2 Acc: 1.82, -9.89, 0.92 | Gyro: 24.1, 0.7, -212.8 || Time: 80493 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -10.38, -8.94, -1.99 | Gyro: 48.0, 5.3, -316.2 || MPU2 Acc: 1.33, -9.89, -0.98 | Gyro: 44.2, -7.4, -250.2 || Time: 80504 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -10.38, -9.16, -2.98 | Gyro: 47.9, 1.6, -341.7 || MPU2 Acc: 2.32, -9.89, 0.18 | Gyro: 60.9, -20.6, -285.5 || Time: 80513 ms
Enc Cnt: -13 | Angle: -3.0° || MPU1 Acc: -10.12, -6.69, -4.38 | Gyro: 49.4, -9.3, -379.4 || MPU2 Acc: 0.81, -9.89, -0.76 | Gyro: 68.9, -20.2, -312.8 || Time: 80523 ms
Enc Cnt: -16 | Angle: -3.7° || MPU1 Acc: -10.38, -0.21, -4.01 | Gyro: 51.9, -8.0, -405.0 || MPU2 Acc: -3.08, -9.22, -2.12 | Gyro: 66.6, -7.2, -336.1 || Time: 80534 ms
Enc Cnt: -19 | Angle: -4.5° || MPU1 Acc: -10.38, 7.93, -5.62 | Gyro: 64.1, 20.6, -394.9 || MPU2 Acc: -5.94, -9.89, -2.10 | Gyro: 56.6, -16.7, -310.5 || Time: 80544 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -8.48, 4.37, -3.90 | Gyro: 72.4, 24.9, -377.6 || MPU2 Acc: -3.00, -6.46, -2.96 | Gyro: 38.1, -3.9, -289.1 || Time: 80554 ms
Enc Cnt: -29 | Angle: -7.0° || MPU1 Acc: 2.11, 8.99, -3.89 | Gyro: 88.1, 43.1, -391.1 || MPU2 Acc: -6.23, -3.77, -2.02 | Gyro: 22.4, 6.0, -246.9 || Time: 80565 ms
Enc Cnt: -36 | Angle: -8.8° || MPU1 Acc: 2.09, 6.55, 6.82 | Gyro: 117.6, 56.7, -400.5 || MPU2 Acc: -4.79, -2.54, -4.23 | Gyro: -4.5, 11.8, -223.7 || Time: 80575 ms
Enc Cnt: -40 | Angle: -10.0° || MPU1 Acc: -10.38, 1.06, -1.24 | Gyro: 137.5, 52.0, -241.2 || MPU2 Acc: -0.40, 9.68, -3.41 | Gyro: -12.5, 70.3, -199.1 || Time: 80585 ms
Enc Cnt: -41 | Angle: -10.3° || MPU1 Acc: -10.38, 9.97, -3.13 | Gyro: 132.7, 27.2, -65.8 || MPU2 Acc: 1.21, 7.35, -3.37 | Gyro: -12.6, 101.7, -126.1 || Time: 80597 ms
Enc Cnt: -39 | Angle: -9.8° || MPU1 Acc: -10.38, 14.11, -1.08 | Gyro: 115.9, 14.2, 45.5 || MPU2 Acc: -0.08, 4.36, -3.47 | Gyro: -6.9, 114.9, -33.6 || Time: 80607 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: -4.14, 8.10, 1.67 | Gyro: 114.0, 4.4, 128.5 || MPU2 Acc: -2.53, 3.67, -0.94 | Gyro: -8.1, 133.8, 25.0 || Time: 80617 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: 3.96, 7.84, -3.40 | Gyro: 108.5, -13.3, 129.2 || MPU2 Acc: -6.36, -0.62, -2.33 | Gyro: -7.4, 133.8, 53.8 || Time: 80629 ms
Enc Cnt: -32 | Angle: -8.0° || MPU1 Acc: 0.95, 5.19, -1.34 | Gyro: 96.0, -12.5, 122.7 || MPU2 Acc: -8.42, 1.33, -1.43 | Gyro: -2.7, 116.0, 61.4 || Time: 80639 ms
Enc Cnt: -30 | Angle: -7.5° || MPU1 Acc: 1.81, 5.42, -1.17 | Gyro: 83.0, -12.6, 125.6 || MPU2 Acc: -7.06, 3.16, -1.34 | Gyro: -1.7, 103.5, 60.9 || Time: 80649 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 4.06, 7.73, -1.78 | Gyro: 57.9, -17.6, 131.4 || MPU2 Acc: -5.90, 5.54, -1.36 | Gyro: -2.2, 81.1, 81.9 || Time: 80660 ms
Enc Cnt: -27 | Angle: -7.0° || MPU1 Acc: 3.36, 7.48, -1.52 | Gyro: 30.4, -19.6, 149.0 || MPU2 Acc: -5.14, 7.00, -1.31 | Gyro: -2.2, 61.1, 109.8 || Time: 80669 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: 4.12, 6.38, -1.14 | Gyro: 9.4, -22.2, 174.4 || MPU2 Acc: -6.06, 7.22, -0.59 | Gyro: -3.4, 41.6, 132.4 || Time: 80679 ms
Enc Cnt: -24 | Angle: -6.2° || MPU1 Acc: 4.98, 5.95, -2.10 | Gyro: -15.4, -22.6, 192.3 || MPU2 Acc: -6.02, 7.39, -1.13 | Gyro: -5.4, 21.8, 152.0 || Time: 80689 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: 4.19, 4.32, -1.99 | Gyro: -36.2, -18.5, 213.0 || MPU2 Acc: -3.83, 6.82, -1.77 | Gyro: -10.2, 7.0, 175.2 || Time: 80701 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: 3.78, 3.21, -2.69 | Gyro: -45.7, -12.6, 228.2 || MPU2 Acc: -2.55, 6.29, -1.78 | Gyro: -19.6, -0.2, 193.4 || Time: 80711 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 3.31, 1.74, -2.79 | Gyro: -50.3, -4.0, 243.4 || MPU2 Acc: -1.42, 5.75, -2.06 | Gyro: -31.2, 0.0, 208.0 || Time: 80721 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 3.85, 0.08, -2.28 | Gyro: -50.1, 6.4, 253.6 || MPU2 Acc: -1.12, 5.23, -2.18 | Gyro: -41.6, 2.3, 219.2 || Time: 80732 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 3.00, -0.21, -4.09 | Gyro: -49.0, 14.3, 254.0 || MPU2 Acc: -0.29, 4.08, -3.41 | Gyro: -52.4, 1.6, 225.7 || Time: 80741 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: 3.75, -0.78, -1.64 | Gyro: -42.2, 26.6, 250.2 || MPU2 Acc: -0.13, 3.38, -1.16 | Gyro: -61.6, 6.3, 228.2 || Time: 80751 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 2.14, -2.37, -1.27 | Gyro: -39.1, 36.5, 244.0 || MPU2 Acc: 0.31, 2.75, -0.58 | Gyro: -71.3, 6.7, 228.1 || Time: 80762 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 0.49, -2.15, -0.91 | Gyro: -40.5, 43.2, 237.3 || MPU2 Acc: 0.35, 1.25, 0.05 | Gyro: -76.9, 5.4, 229.2 || Time: 80772 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -0.85, -1.76, -0.84 | Gyro: -46.2, 45.7, 234.0 || MPU2 Acc: 0.37, 0.38, 0.19 | Gyro: -78.5, 0.5, 232.7 || Time: 80782 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -2.25, -1.94, -0.86 | Gyro: -55.2, 44.1, 233.3 || MPU2 Acc: 0.68, -0.56, -0.18 | Gyro: -76.0, -5.9, 238.8 || Time: 80794 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -2.62, -2.69, -1.35 | Gyro: -61.9, 41.6, 233.8 || MPU2 Acc: 1.05, -1.16, -0.24 | Gyro: -73.8, -11.9, 242.7 || Time: 80804 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -2.97, -3.50, -2.24 | Gyro: -67.1, 42.6, 230.3 || MPU2 Acc: 1.92, -1.58, -0.03 | Gyro: -74.2, -18.1, 243.0 || Time: 80814 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -5.78, -4.27, -3.52 | Gyro: -74.7, 50.3, 232.2 || MPU2 Acc: 2.81, -2.63, 1.52 | Gyro: -77.5, -26.7, 247.8 || Time: 80827 ms
Enc Cnt: -16 | Angle: -3.7° || MPU1 Acc: -6.42, -4.44, -3.04 | Gyro: -81.7, 48.4, 239.4 || MPU2 Acc: 3.47, -3.36, 1.03 | Gyro: -82.7, -28.7, 255.4 || Time: 80836 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -6.27, -5.37, -2.98 | Gyro: -86.4, 51.0, 243.1 || MPU2 Acc: 4.74, -3.54, -0.10 | Gyro: -86.3, -32.6, 261.0 || Time: 80846 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -6.86, -6.59, -2.01 | Gyro: -88.4, 51.9, 245.8 || MPU2 Acc: 5.06, -4.03, 0.30 | Gyro: -87.2, -35.4, 264.1 || Time: 80857 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -6.79, -7.41, -1.98 | Gyro: -89.9, 52.3, 247.8 || MPU2 Acc: 4.83, -4.07, 0.59 | Gyro: -87.3, -36.8, 263.2 || Time: 80866 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -6.80, -8.02, -1.85 | Gyro: -90.8, 53.1, 245.2 || MPU2 Acc: 5.49, -4.43, 0.78 | Gyro: -87.3, -37.5, 262.3 || Time: 80876 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -7.38, -8.60, -1.54 | Gyro: -90.8, 53.4, 244.2 || MPU2 Acc: 5.88, -4.98, 0.87 | Gyro: -87.6, -38.8, 257.4 || Time: 80887 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -7.44, -9.05, -1.13 | Gyro: -88.0, 53.2, 241.8 || MPU2 Acc: 6.50, -5.49, 0.99 | Gyro: -87.2, -37.1, 252.1 || Time: 80896 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -7.81, -9.82, -0.48 | Gyro: -82.1, 52.7, 237.8 || MPU2 Acc: 7.42, -5.67, 1.58 | Gyro: -86.7, -32.0, 248.5 || Time: 80906 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -7.42, -10.86, 0.60 | Gyro: -72.8, 51.5, 233.7 || MPU2 Acc: 8.35, -5.32, 1.92 | Gyro: -85.7, -23.8, 242.1 || Time: 80917 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -6.76, -12.09, 1.66 | Gyro: -61.8, 48.5, 228.2 || MPU2 Acc: 9.18, -4.95, 2.23 | Gyro: -83.5, -13.2, 233.5 || Time: 80927 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -5.92, -13.08, 2.15 | Gyro: -50.3, 44.3, 219.5 || MPU2 Acc: 9.31, -4.74, 2.66 | Gyro: -77.8, -2.6, 221.5 || Time: 80937 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -2.98, -15.35, 1.15 | Gyro: -35.8, 33.0, 177.3 || MPU2 Acc: 9.86, -4.08, 2.43 | Gyro: -60.5, 3.0, 181.8 || Time: 80959 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -1.38, -16.46, 0.68 | Gyro: -31.1, 28.9, 151.4 || MPU2 Acc: 10.86, -3.35, 2.04 | Gyro: -53.6, 1.5, 155.9 || Time: 80969 ms
Enc Cnt: -21 | Angle: -5.0° || MPU1 Acc: -10.38, -18.95, -17.87 | Gyro: 6.5, 85.0, 66.0 || MPU2 Acc: 15.07, -9.89, -14.40 | Gyro: -41.1, -0.5, 129.9 || Time: 80979 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: 2.85, -18.95, 4.40 | Gyro: 2.7, 91.1, 29.6 || MPU2 Acc: 9.87, 3.39, 14.52 | Gyro: -10.7, -1.0, 84.6 || Time: 80992 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: 2.49, -18.95, 2.25 | Gyro: -10.0, 2.7, 6.0 || MPU2 Acc: 16.46, -1.03, -0.78 | Gyro: -32.0, 19.3, 53.6 || Time: 81001 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: 4.11, -18.95, 1.94 | Gyro: 11.0, 25.0, -33.5 || MPU2 Acc: 14.97, -2.06, 4.83 | Gyro: -19.7, 10.3, 16.0 || Time: 81011 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 2.83, -18.95, -0.42 | Gyro: 22.2, 19.5, -76.3 || MPU2 Acc: 13.11, -1.44, 4.83 | Gyro: -15.8, 14.9, -19.0 || Time: 81022 ms
Enc Cnt: -32 | Angle: -7.7° || MPU1 Acc: 1.98, -18.95, 4.73 | Gyro: 32.8, 14.8, -115.2 || MPU2 Acc: 12.62, -1.59, 4.23 | Gyro: -6.2, 8.7, -47.1 || Time: 81031 ms
Enc Cnt: -35 | Angle: -8.8° || MPU1 Acc: 1.71, -17.53, 5.05 | Gyro: 37.0, -0.8, -154.8 || MPU2 Acc: 10.62, -2.42, 3.74 | Gyro: 11.3, 5.0, -73.6 || Time: 81041 ms
Enc Cnt: -39 | Angle: -9.8° || MPU1 Acc: 1.93, -15.36, 4.29 | Gyro: 40.8, -20.3, -188.5 || MPU2 Acc: 8.32, -2.13, 2.44 | Gyro: 31.9, 2.2, -98.1 || Time: 81052 ms
Enc Cnt: -43 | Angle: -10.8° || MPU1 Acc: -1.49, 1.62, -6.44 | Gyro: 48.3, -22.9, -196.7 || MPU2 Acc: 1.53, -1.75, -1.02 | Gyro: 26.8, 12.2, -88.3 || Time: 81062 ms
Enc Cnt: -49 | Angle: -12.0° || MPU1 Acc: 3.38, -6.85, -1.19 | Gyro: 33.4, -23.2, -223.0 || MPU2 Acc: 2.59, 1.39, 3.13 | Gyro: 32.8, -10.1, -84.7 || Time: 81072 ms
Enc Cnt: -54 | Angle: -13.5° || MPU1 Acc: 8.92, -4.90, -0.02 | Gyro: 26.8, -6.3, -240.2 || MPU2 Acc: -0.08, 2.09, -2.85 | Gyro: 27.5, -19.2, -100.3 || Time: 81082 ms
Enc Cnt: -61 | Angle: -15.0° || MPU1 Acc: 8.48, 1.06, 1.59 | Gyro: 26.8, -5.4, -258.2 || MPU2 Acc: -4.12, 4.54, 0.47 | Gyro: 16.6, -27.9, -99.3 || Time: 81093 ms
Enc Cnt: -67 | Angle: -16.8° || MPU1 Acc: -0.94, 3.46, -1.67 | Gyro: 25.3, 4.0, -266.9 || MPU2 Acc: -5.54, 0.36, -1.89 | Gyro: 5.6, -23.9, -92.2 || Time: 81102 ms
Enc Cnt: -65 | Angle: -16.3° || MPU1 Acc: -3.73, 6.56, -17.87 | Gyro: -34.6, -221.0, 50.8 || MPU2 Acc: 13.77, -9.89, -13.89 | Gyro: -76.6, 17.3, -141.5 || Time: 81112 ms
Enc Cnt: -59 | Angle: -14.8° || MPU1 Acc: -10.38, -16.20, -17.87 | Gyro: -34.9, 14.3, 120.5 || MPU2 Acc: -17.75, -9.89, -1.93 | Gyro: 59.9, -67.8, -156.0 || Time: 81123 ms
Enc Cnt: -54 | Angle: -13.8° || MPU1 Acc: 3.68, -4.66, 21.37 | Gyro: -17.7, -5.7, -2.4 || MPU2 Acc: 2.57, 2.30, 5.24 | Gyro: 56.7, -9.0, -166.2 || Time: 81133 ms
Enc Cnt: -48 | Angle: -12.0° || MPU1 Acc: 3.86, 1.61, 7.31 | Gyro: 7.7, 8.5, -9.1 || MPU2 Acc: 8.77, 1.42, -0.98 | Gyro: 32.1, -21.0, -142.2 || Time: 81143 ms
Enc Cnt: -42 | Angle: -10.8° || MPU1 Acc: 1.04, -1.44, 6.43 | Gyro: -3.3, -12.9, -0.5 || MPU2 Acc: 2.81, -0.58, -1.02 | Gyro: 20.0, -21.2, -108.1 || Time: 81154 ms
Enc Cnt: -38 | Angle: -9.8° || MPU1 Acc: 1.98, 1.73, 1.01 | Gyro: -1.1, -2.0, -2.1 || MPU2 Acc: -1.39, -0.64, 1.57 | Gyro: 15.4, -5.0, -97.5 || Time: 81164 ms
Enc Cnt: -34 | Angle: -8.8° || MPU1 Acc: -0.32, 0.09, -2.09 | Gyro: -1.3, -0.1, -0.2 || MPU2 Acc: -2.18, 0.59, -1.92 | Gyro: 16.2, -13.7, -98.7 || Time: 81174 ms
Enc Cnt: -29 | Angle: -7.5° || MPU1 Acc: -0.02, -0.36, 0.58 | Gyro: -0.5, -2.5, -0.7 || MPU2 Acc: -0.88, -0.47, -1.16 | Gyro: 24.9, -16.6, -98.0 || Time: 81186 ms
Enc Cnt: -25 | Angle: -6.5° || MPU1 Acc: -0.23, -0.37, -0.94 | Gyro: 0.9, -6.9, -0.3 || MPU2 Acc: 0.66, 0.23, -1.70 | Gyro: 26.1, -17.7, -92.6 || Time: 81196 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -0.23, 1.10, -1.96 | Gyro: -1.7, -11.2, -0.7 || MPU2 Acc: 0.87, -0.47, -1.31 | Gyro: 23.2, -7.9, -84.0 || Time: 81206 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -0.19, -1.32, 1.45 | Gyro: 3.9, -7.1, -0.9 || MPU2 Acc: 0.75, 0.31, 0.34 | Gyro: 19.2, -5.7, -75.0 || Time: 81216 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 0.03, 0.54, -2.36 | Gyro: -0.0, -7.3, -1.0 || MPU2 Acc: 1.32, -0.26, 0.30 | Gyro: 15.5, -7.4, -66.0 || Time: 81226 ms
Enc Cnt: -13 | Angle: -3.5° || MPU1 Acc: -0.10, -0.23, -0.46 | Gyro: -1.3, -6.3, -1.1 || MPU2 Acc: 1.41, 0.02, -0.29 | Gyro: 10.0, -3.4, -57.2 || Time: 81236 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.35, -0.64, 2.29 | Gyro: 5.4, -0.3, -0.1 || MPU2 Acc: 1.04, 0.31, 0.13 | Gyro: 5.7, 1.1, -49.7 || Time: 81247 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -0.47, -0.63, -2.70 | Gyro: 4.2, -1.4, 1.3 || MPU2 Acc: 0.64, 1.75, -0.87 | Gyro: 1.2, 0.1, -47.0 || Time: 81257 ms
Enc Cnt: -7 | Angle: -2.0° || MPU1 Acc: -0.50, 2.92, -6.84 | Gyro: -8.0, -0.3, -1.3 || MPU2 Acc: -0.12, -0.77, 0.69 | Gyro: 1.3, -0.9, -43.8 || Time: 81267 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -0.53, -1.98, 1.35 | Gyro: 3.9, 5.3, -0.1 || MPU2 Acc: 0.25, 0.63, -1.20 | Gyro: -4.3, -1.2, -41.3 || Time: 81277 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.12, 0.08, -1.06 | Gyro: -1.6, 0.8, -0.7 || MPU2 Acc: 0.77, 0.28, -0.56 | Gyro: -4.0, -0.4, -39.2 || Time: 81287 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.34, -0.77, 1.43 | Gyro: 4.7, 8.5, -0.9 || MPU2 Acc: -0.06, 1.27, 0.51 | Gyro: -2.4, 3.3, -34.9 || Time: 81297 ms
Enc Cnt: -1 | Angle: -0.5° || MPU1 Acc: -0.85, -0.75, -2.37 | Gyro: 5.9, 3.6, 1.1 || MPU2 Acc: 0.66, 0.99, -3.04 | Gyro: -7.4, 3.2, -33.2 || Time: 81307 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.00, 0.10, -0.92 | Gyro: -3.0, -3.8, -0.7 || MPU2 Acc: 0.91, -0.13, -1.29 | Gyro: -7.2, 4.1, -30.3 || Time: 81317 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.21, -0.02, -0.47 | Gyro: -0.3, -0.7, -0.5 || MPU2 Acc: -0.08, -0.16, -0.96 | Gyro: -4.8, 4.4, -28.5 || Time: 81327 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.35, -0.09, 0.38 | Gyro: 1.5, -0.4, -0.6 || MPU2 Acc: 0.76, -0.30, -1.21 | Gyro: -4.7, 3.6, -27.0 || Time: 81337 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.02, 0.11, -0.86 | Gyro: 0.6, -2.8, -1.0 || MPU2 Acc: 0.65, -0.28, -0.96 | Gyro: -3.7, 6.5, -24.1 || Time: 81349 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.14, 0.03, -0.51 | Gyro: 0.9, -2.7, -1.0 || MPU2 Acc: -0.18, 0.04, -1.06 | Gyro: -1.3, 5.5, -24.0 || Time: 81358 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.07, 0.22, -1.13 | Gyro: 0.2, -3.2, -0.9 || MPU2 Acc: 0.36, -0.44, -0.81 | Gyro: 0.2, 3.5, -25.2 || Time: 81368 ms
Enc Cnt: 6 | Angle: 1.3° || MPU1 Acc: 0.13, 0.36, -0.99 | Gyro: 0.3, -3.8, -1.3 || MPU2 Acc: 0.51, -0.31, -0.60 | Gyro: 0.6, 5.4, -24.0 || Time: 81379 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.06, -0.27, -0.03 | Gyro: 0.6, -4.5, -0.5 || MPU2 Acc: 0.56, -0.17, -1.02 | Gyro: 2.5, 6.3, -23.4 || Time: 81388 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.15, 0.28, -0.87 | Gyro: -0.2, -5.6, -1.1 || MPU2 Acc: 0.34, -0.11, -0.72 | Gyro: 2.8, 6.2, -22.6 || Time: 81398 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.32, 0.29, 0.15 | Gyro: 1.2, -3.2, -2.9 || MPU2 Acc: 0.26, -1.12, -0.25 | Gyro: 3.9, 5.7, -22.0 || Time: 81408 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.48, -0.76, -1.10 | Gyro: 1.7, -8.9, -4.1 || MPU2 Acc: 0.70, 0.61, -2.10 | Gyro: 2.6, 7.3, -23.0 || Time: 81418 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.14, 0.48, -1.81 | Gyro: 1.9, -6.2, -9.6 || MPU2 Acc: 0.37, -0.86, -0.63 | Gyro: 4.3, 4.3, -24.0 || Time: 81428 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.16, -0.12, -0.20 | Gyro: 3.5, -6.0, -9.7 || MPU2 Acc: -0.14, 0.64, -0.69 | Gyro: 4.2, 4.5, -25.6 || Time: 81438 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.02, 0.01, -0.75 | Gyro: 2.1, -4.6, -8.0 || MPU2 Acc: 0.09, -0.02, -1.02 | Gyro: 5.8, 2.5, -27.0 || Time: 81448 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.04, 0.01, -0.62 | Gyro: 3.2, -5.8, -8.9 || MPU2 Acc: 0.39, -0.06, -1.20 | Gyro: 6.3, 3.0, -28.7 || Time: 81458 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.06, 0.05, -0.56 | Gyro: 2.5, -6.5, -7.7 || MPU2 Acc: 0.28, 0.08, -0.95 | Gyro: 9.5, 2.0, -29.8 || Time: 81468 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 0.01, -0.01, -0.53 | Gyro: 3.1, -9.5, -9.0 || MPU2 Acc: 0.80, -0.20, -1.11 | Gyro: 12.0, 2.1, -31.2 || Time: 81480 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.01, 0.49, -0.80 | Gyro: 2.9, -7.1, -14.7 || MPU2 Acc: 0.39, -1.51, -1.08 | Gyro: 15.7, -1.5, -31.3 || Time: 81490 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.07, -0.05, -0.58 | Gyro: 4.8, -10.7, -19.1 || MPU2 Acc: 0.74, -0.02, -0.73 | Gyro: 14.6, 1.9, -32.4 || Time: 81500 ms
