=== New Logging Session ===
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.05, 0.03, 0.00 | Gyro: -0.3, -0.1, -0.1 || MPU2 Acc: 0.02, -0.05, 0.03 | Gyro: 0.6, 0.1, 0.1 || Time: 12052 ms
Enc Cnt: -5 | Angle: -1.0° || MPU1 Acc: -2.78, -7.46, -0.31 | Gyro: 55.4, 12.9, -333.9 || MPU2 Acc: 6.09, -9.72, -0.32 | Gyro: 54.6, 5.1, -240.6 || Time: 91118 ms
Enc Cnt: -10 | Angle: -2.2° || MPU1 Acc: -10.52, -5.37, -3.91 | Gyro: 69.6, 15.0, -351.7 || MPU2 Acc: -0.06, -6.38, -2.10 | Gyro: 57.5, 6.9, -243.4 || Time: 91128 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -10.52, -3.92, -4.16 | Gyro: 68.3, 24.2, -313.4 || MPU2 Acc: 0.82, -8.22, -2.17 | Gyro: 61.2, 12.2, -252.2 || Time: 91139 ms
Enc Cnt: -16 | Angle: -3.7° || MPU1 Acc: -5.80, 1.70, -3.21 | Gyro: 83.0, 32.8, -324.3 || MPU2 Acc: -0.34, -9.72, -3.70 | Gyro: 67.0, 14.1, -244.7 || Time: 91148 ms
Enc Cnt: -21 | Angle: -5.0° || MPU1 Acc: -2.01, 5.60, -5.16 | Gyro: 90.6, 42.0, -350.8 || MPU2 Acc: -3.06, -5.83, -3.66 | Gyro: 65.0, 27.6, -220.7 || Time: 91158 ms
Enc Cnt: -28 | Angle: -6.7° || MPU1 Acc: 0.70, 7.20, -2.01 | Gyro: 90.1, 34.3, -357.8 || MPU2 Acc: -3.90, 1.56, -5.63 | Gyro: 51.0, 16.3, -189.8 || Time: 91169 ms
Enc Cnt: -35 | Angle: -8.5° || MPU1 Acc: -9.43, 15.96, -4.22 | Gyro: 93.9, -12.5, -299.3 || MPU2 Acc: -5.04, 8.68, -6.76 | Gyro: 33.7, 13.5, -148.4 || Time: 91179 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: -10.52, 2.18, -1.32 | Gyro: 54.6, -43.2, -41.0 || MPU2 Acc: -3.28, 20.39, 0.65 | Gyro: 39.5, 11.1, -88.6 || Time: 91189 ms
Enc Cnt: -28 | Angle: -7.2° || MPU1 Acc: -7.72, 10.46, -6.63 | Gyro: -4.3, -52.9, 157.8 || MPU2 Acc: -2.15, 4.76, 0.10 | Gyro: 52.4, 8.5, -25.3 || Time: 91200 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: 2.18, 12.40, -1.76 | Gyro: -22.0, -42.9, 177.6 || MPU2 Acc: -4.72, 4.15, -1.75 | Gyro: 39.2, -7.6, 37.3 || Time: 91210 ms
Enc Cnt: -16 | Angle: -4.2° || MPU1 Acc: 2.96, 6.21, -1.06 | Gyro: -19.0, -35.4, 194.5 || MPU2 Acc: -2.85, 5.36, -0.65 | Gyro: 22.1, 16.2, 69.3 || Time: 91220 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 4.92, 4.82, 0.48 | Gyro: -13.4, -27.6, 198.1 || MPU2 Acc: -4.61, 5.36, 0.06 | Gyro: 6.5, 22.0, 85.8 || Time: 91232 ms
Enc Cnt: -6 | Angle: -1.8° || MPU1 Acc: 4.44, 4.90, 1.59 | Gyro: -7.7, -22.4, 206.3 || MPU2 Acc: -4.52, 6.59, -0.51 | Gyro: -2.3, 30.3, 96.7 || Time: 91242 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 3.65, 4.68, 2.28 | Gyro: -2.8, -22.0, 227.5 || MPU2 Acc: -3.48, 6.34, -0.09 | Gyro: -6.4, 36.6, 111.9 || Time: 91252 ms
Enc Cnt: 3 | Angle: 0.5° || MPU1 Acc: 3.80, 4.59, 2.25 | Gyro: 3.2, -20.0, 241.4 || MPU2 Acc: -2.62, 5.27, -0.33 | Gyro: -10.5, 45.3, 134.0 || Time: 91263 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 3.95, 3.68, 1.55 | Gyro: 8.2, -18.9, 251.3 || MPU2 Acc: -2.42, 5.42, -0.10 | Gyro: -17.2, 53.1, 149.3 || Time: 91272 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 4.07, 3.50, 1.13 | Gyro: 11.5, -14.0, 262.2 || MPU2 Acc: -2.40, 5.64, 0.06 | Gyro: -23.8, 56.8, 165.6 || Time: 91282 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 4.02, 3.87, 0.73 | Gyro: 10.8, -8.5, 270.5 || MPU2 Acc: -2.62, 5.31, 0.16 | Gyro: -31.9, 57.4, 184.5 || Time: 91292 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 3.56, 3.73, 0.37 | Gyro: 5.7, -3.2, 276.9 || MPU2 Acc: -3.02, 4.57, 0.31 | Gyro: -39.4, 52.7, 202.5 || Time: 91303 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 2.70, 3.52, -0.06 | Gyro: -3.1, 1.8, 279.8 || MPU2 Acc: -3.02, 3.72, 0.50 | Gyro: -43.8, 44.2, 217.6 || Time: 91312 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 1.69, 3.15, -0.25 | Gyro: -15.1, 5.4, 282.9 || MPU2 Acc: -2.65, 2.98, 0.77 | Gyro: -47.4, 33.6, 234.0 || Time: 91322 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.92, 2.33, -0.54 | Gyro: -30.4, 9.8, 286.6 || MPU2 Acc: -2.39, 2.28, 0.88 | Gyro: -50.0, 17.1, 248.5 || Time: 91334 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.19, 1.98, -0.73 | Gyro: -41.3, 13.7, 285.9 || MPU2 Acc: -1.53, 1.18, 0.75 | Gyro: -52.7, 6.6, 257.7 || Time: 91343 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -0.41, 1.12, -0.26 | Gyro: -50.3, 16.5, 280.9 || MPU2 Acc: -0.26, 0.54, 0.92 | Gyro: -53.7, -1.8, 269.3 || Time: 91353 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -1.63, 0.03, -0.14 | Gyro: -58.1, 18.8, 276.4 || MPU2 Acc: 0.82, -0.26, 1.54 | Gyro: -55.6, -7.7, 279.2 || Time: 91363 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -1.70, -0.90, 0.27 | Gyro: -61.6, 20.6, 266.9 || MPU2 Acc: 1.68, -1.21, 1.20 | Gyro: -56.1, -10.3, 283.4 || Time: 91373 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: -2.68, -1.66, 0.45 | Gyro: -58.5, 20.9, 254.0 || MPU2 Acc: 3.21, -1.85, 1.45 | Gyro: -56.8, -8.4, 288.1 || Time: 91383 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -4.16, -2.81, 0.76 | Gyro: -50.6, 20.9, 241.5 || MPU2 Acc: 3.64, -2.76, 1.34 | Gyro: -58.7, -1.6, 289.8 || Time: 91394 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -4.92, -3.29, 0.79 | Gyro: -42.9, 20.1, 228.0 || MPU2 Acc: 4.28, -3.97, 1.51 | Gyro: -58.9, 5.8, 286.9 || Time: 91404 ms
Enc Cnt: 16 | Angle: 4.2° || MPU1 Acc: -5.23, -3.44, 0.38 | Gyro: -34.8, 18.8, 209.9 || MPU2 Acc: 4.52, -5.11, 1.81 | Gyro: -58.7, 12.1, 284.8 || Time: 91414 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -5.17, -3.63, -0.46 | Gyro: -29.0, 19.2, 180.3 || MPU2 Acc: 4.48, -5.60, 1.54 | Gyro: -60.1, 15.5, 281.0 || Time: 91426 ms
Enc Cnt: 7 | Angle: 2.0° || MPU1 Acc: -5.87, -3.57, -2.09 | Gyro: -29.2, 24.2, 157.9 || MPU2 Acc: 4.03, -5.68, 1.92 | Gyro: -65.0, 13.2, 279.2 || Time: 91436 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -6.25, -3.74, -3.89 | Gyro: -42.3, 30.3, 141.0 || MPU2 Acc: 4.26, -5.60, 1.66 | Gyro: -70.7, -3.7, 279.3 || Time: 91446 ms
Enc Cnt: -5 | Angle: -1.0° || MPU1 Acc: -7.70, -6.87, -4.49 | Gyro: -63.5, 35.7, 128.6 || MPU2 Acc: 6.83, -5.29, 2.11 | Gyro: -72.0, -28.6, 283.1 || Time: 91457 ms
Enc Cnt: -10 | Angle: -2.2° || MPU1 Acc: -10.52, -9.93, -4.04 | Gyro: -81.8, 38.1, 133.5 || MPU2 Acc: 7.83, -6.53, 1.21 | Gyro: -64.8, -45.4, 280.1 || Time: 91466 ms
Enc Cnt: -15 | Angle: -3.5° || MPU1 Acc: -10.52, -12.96, -3.87 | Gyro: -96.7, 27.9, 155.0 || MPU2 Acc: 9.52, -7.72, 0.71 | Gyro: -57.8, -57.4, 271.2 || Time: 91476 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -10.52, -15.55, 4.96 | Gyro: -98.5, 15.0, 183.6 || MPU2 Acc: 10.26, -7.89, 0.18 | Gyro: -48.1, -65.9, 259.0 || Time: 91487 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -10.52, -16.66, -3.68 | Gyro: -111.0, 4.3, 204.7 || MPU2 Acc: 11.72, -6.78, -0.14 | Gyro: -40.3, -65.2, 246.1 || Time: 91497 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -6.00, -17.70, -3.40 | Gyro: -107.0, 1.0, 209.8 || MPU2 Acc: 12.31, -4.40, -0.37 | Gyro: -39.0, -62.6, 228.6 || Time: 91507 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 0.09, -18.16, -2.72 | Gyro: -92.5, 11.4, 195.4 || MPU2 Acc: 12.59, -1.79, 0.01 | Gyro: -46.3, -51.4, 201.9 || Time: 91518 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 3.78, -18.38, -1.51 | Gyro: -74.5, 24.8, 168.8 || MPU2 Acc: 14.74, 0.50, -0.02 | Gyro: -55.0, -41.3, 180.6 || Time: 91528 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 2.22, -19.02, 0.69 | Gyro: -59.0, 37.3, 145.2 || MPU2 Acc: 15.28, 0.82, 1.31 | Gyro: -56.9, -25.7, 157.0 || Time: 91538 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 2.27, -19.02, 1.90 | Gyro: -45.9, 37.5, 130.8 || MPU2 Acc: 14.85, 0.34, 1.58 | Gyro: -54.6, -13.6, 125.5 || Time: 91548 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 3.43, -19.02, 3.34 | Gyro: -30.7, 31.6, 101.4 || MPU2 Acc: 13.67, 0.64, 2.02 | Gyro: -41.5, -7.1, 79.7 || Time: 91561 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -10.52, -19.02, -8.68 | Gyro: -22.1, -4.4, 22.0 || MPU2 Acc: 9.26, -7.09, -1.05 | Gyro: -33.7, -1.3, 46.7 || Time: 91570 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 2.61, -19.02, 6.96 | Gyro: -10.2, -5.4, -14.2 || MPU2 Acc: 10.27, -2.48, 3.70 | Gyro: 0.4, 3.0, -8.0 || Time: 91580 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: 2.05, -17.10, 3.78 | Gyro: 5.7, -23.4, -53.4 || MPU2 Acc: 8.79, -1.81, 2.62 | Gyro: 22.1, -7.4, -47.9 || Time: 91591 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: 3.16, -15.99, 2.60 | Gyro: 12.5, -28.2, -86.3 || MPU2 Acc: 8.80, -1.35, 2.77 | Gyro: 32.3, -10.9, -77.9 || Time: 91600 ms
Enc Cnt: -22 | Angle: -5.2° || MPU1 Acc: 10.23, -14.46, -0.36 | Gyro: 17.2, -32.1, -126.9 || MPU2 Acc: 8.25, 3.42, -0.44 | Gyro: 33.9, -19.0, -107.1 || Time: 91610 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: 7.21, 3.03, 1.15 | Gyro: 5.8, -16.0, -186.4 || MPU2 Acc: 1.61, 1.35, 1.97 | Gyro: 38.2, -17.2, -125.0 || Time: 91621 ms
Enc Cnt: -27 | Angle: -6.5° || MPU1 Acc: 3.11, 0.90, -1.79 | Gyro: 9.4, -6.2, -203.3 || MPU2 Acc: -1.18, 3.29, 1.40 | Gyro: 25.2, -37.2, -104.6 || Time: 91631 ms
Enc Cnt: -31 | Angle: -7.5° || MPU1 Acc: -3.74, -0.04, -5.11 | Gyro: -2.5, -0.7, -198.8 || MPU2 Acc: -3.76, 0.02, 0.34 | Gyro: 12.4, -41.4, -101.3 || Time: 91641 ms
Enc Cnt: -34 | Angle: -8.5° || MPU1 Acc: -4.68, -1.88, -1.11 | Gyro: -12.7, 0.5, -176.0 || MPU2 Acc: -3.28, 0.16, -0.87 | Gyro: 4.6, -50.5, -114.5 || Time: 91653 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: -3.64, 0.18, 1.66 | Gyro: -10.5, 4.8, -163.9 || MPU2 Acc: -2.06, -0.44, 0.35 | Gyro: 10.6, -50.3, -120.5 || Time: 91663 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: -10.52, -11.36, 4.50 | Gyro: 2.3, 12.3, -126.6 || MPU2 Acc: 6.71, -5.13, -3.83 | Gyro: 37.9, -23.0, -134.2 || Time: 91673 ms
Enc Cnt: -32 | Angle: -8.3° || MPU1 Acc: -6.22, -1.07, -3.37 | Gyro: 19.8, 8.3, -60.1 || MPU2 Acc: -3.98, -2.42, 1.43 | Gyro: 28.9, -15.5, -154.2 || Time: 91686 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: -1.44, -0.74, -0.33 | Gyro: 9.7, 17.3, -50.6 || MPU2 Acc: 1.04, -4.56, 4.73 | Gyro: 26.0, -15.1, -138.5 || Time: 91695 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -0.36, 0.97, -4.84 | Gyro: 5.8, -11.7, -4.6 || MPU2 Acc: 3.11, -1.18, -2.60 | Gyro: 8.4, -7.1, -128.1 || Time: 91705 ms
Enc Cnt: -18 | Angle: -4.7° || MPU1 Acc: -0.29, 0.35, -0.50 | Gyro: -6.8, -10.7, -3.5 || MPU2 Acc: -0.63, 0.53, -0.83 | Gyro: 11.9, -13.8, -117.4 || Time: 91716 ms
Enc Cnt: -14 | Angle: -3.7° || MPU1 Acc: 0.73, 0.35, 5.01 | Gyro: 3.8, -5.1, 1.0 || MPU2 Acc: -0.03, 0.58, -2.83 | Gyro: 14.9, -14.2, -111.1 || Time: 91725 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -0.08, -0.11, 0.22 | Gyro: 5.1, 0.3, 0.0 || MPU2 Acc: 1.43, 0.55, 0.50 | Gyro: 20.2, -9.4, -103.9 || Time: 91735 ms
Enc Cnt: -5 | Angle: -1.5° || MPU1 Acc: -0.01, 0.17, -0.11 | Gyro: 4.4, -0.2, 0.3 || MPU2 Acc: 2.25, 0.14, 0.47 | Gyro: 17.1, -8.7, -88.6 || Time: 91746 ms
Enc Cnt: -2 | Angle: -0.8° || MPU1 Acc: -0.12, 0.06, 0.23 | Gyro: 4.3, 0.4, 0.5 || MPU2 Acc: 2.27, 0.13, 0.77 | Gyro: 11.4, -4.1, -76.8 || Time: 91756 ms
Enc Cnt: 1 | Angle: 0.0° || MPU1 Acc: -0.08, 0.05, 0.25 | Gyro: 6.2, 5.8, 0.2 || MPU2 Acc: 2.18, 0.39, 1.69 | Gyro: 5.4, -1.4, -64.9 || Time: 91766 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.03, 0.10, 0.08 | Gyro: 4.0, 7.9, 0.4 || MPU2 Acc: 1.81, 0.04, 0.80 | Gyro: -2.7, 2.8, -53.5 || Time: 91776 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.01, 0.12, 0.11 | Gyro: 4.9, 10.6, 0.3 || MPU2 Acc: 0.50, 0.41, 0.65 | Gyro: -7.0, 5.0, -48.1 || Time: 91786 ms
Enc Cnt: 7 | Angle: 1.5° || MPU1 Acc: -0.10, 0.13, -0.29 | Gyro: 3.8, 11.0, -0.1 || MPU2 Acc: 0.12, -0.01, -0.27 | Gyro: -7.1, 2.7, -46.0 || Time: 91796 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.00, 0.11, 0.05 | Gyro: 3.7, 9.8, 0.4 || MPU2 Acc: -0.37, 0.04, -0.32 | Gyro: -5.1, -1.0, -47.2 || Time: 91806 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.10, -0.00, 0.06 | Gyro: 3.9, 9.2, 0.1 || MPU2 Acc: 0.05, -0.00, -0.42 | Gyro: -3.3, -5.8, -48.6 || Time: 91817 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.01, 0.10, 0.03 | Gyro: 3.7, 8.3, 0.3 || MPU2 Acc: 0.60, 0.04, -0.28 | Gyro: -1.8, -8.3, -48.2 || Time: 91827 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.02, 0.05, 0.01 | Gyro: 3.3, 7.2, 0.2 || MPU2 Acc: 1.11, -0.02, -0.22 | Gyro: -0.5, -7.2, -45.8 || Time: 91837 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 0.00, 0.08, -0.08 | Gyro: 3.1, 5.8, 0.3 || MPU2 Acc: 1.35, 0.03, -0.18 | Gyro: -0.3, -4.4, -42.2 || Time: 91848 ms
Enc Cnt: 18 | Angle: 4.2° || MPU1 Acc: 0.00, 0.11, 0.02 | Gyro: 2.5, 5.0, 0.3 || MPU2 Acc: 1.35, 0.06, 0.00 | Gyro: 0.4, -2.0, -38.9 || Time: 91857 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.06, 0.10, -0.10 | Gyro: 2.6, 3.7, 0.0 || MPU2 Acc: 1.34, 0.01, -0.14 | Gyro: -0.9, 1.4, -35.9 || Time: 91867 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.00, 0.09, -0.10 | Gyro: 2.5, 2.5, 0.1 || MPU2 Acc: 1.11, 0.09, -0.17 | Gyro: -1.0, 3.6, -34.1 || Time: 91877 ms
Enc Cnt: 22 | Angle: 5.2° || MPU1 Acc: 0.03, 0.11, -0.07 | Gyro: 2.4, 1.5, 0.1 || MPU2 Acc: 1.13, 0.14, -0.22 | Gyro: -0.2, 5.0, -32.3 || Time: 91887 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.05, 0.08, -0.14 | Gyro: 1.9, 0.5, -0.1 || MPU2 Acc: 0.90, 0.20, 0.06 | Gyro: -0.7, 5.0, -31.4 || Time: 91897 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 0.03, 0.03, -0.09 | Gyro: 1.7, 0.3, -0.1 || MPU2 Acc: 0.88, 0.17, -0.21 | Gyro: -0.4, 3.7, -31.2 || Time: 91907 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.09, 0.07, -0.18 | Gyro: 2.0, 0.4, -0.4 || MPU2 Acc: 0.78, 0.22, -0.08 | Gyro: 0.8, 2.1, -31.2 || Time: 91918 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.03, 0.10, -0.03 | Gyro: 1.5, -0.4, -0.3 || MPU2 Acc: 1.07, 0.23, -0.05 | Gyro: 1.9, 1.6, -31.1 || Time: 91927 ms
Enc Cnt: 28 | Angle: 7.0° || MPU1 Acc: 0.01, 0.10, -0.11 | Gyro: 1.8, 0.0, -0.3 || MPU2 Acc: 1.23, 0.23, -0.03 | Gyro: 1.4, 0.7, -30.3 || Time: 91937 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: -0.01, 0.13, -0.05 | Gyro: 1.5, -0.5, -0.3 || MPU2 Acc: 1.53, 0.21, -0.02 | Gyro: 1.4, 1.8, -28.7 || Time: 91947 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: 0.01, 0.07, -0.17 | Gyro: 1.6, -0.3, -0.4 || MPU2 Acc: 1.67, 0.25, 0.04 | Gyro: 1.4, 3.0, -26.5 || Time: 91957 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: -0.00, 0.03, -0.05 | Gyro: 1.5, -1.0, -0.4 || MPU2 Acc: 1.63, 0.20, -0.11 | Gyro: 0.3, 4.3, -24.9 || Time: 91967 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: 0.04, 0.12, 0.00 | Gyro: 1.5, -2.4, -0.6 || MPU2 Acc: 1.51, -0.01, 0.18 | Gyro: 1.2, 5.7, -23.2 || Time: 91979 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: -0.04, -0.07, -0.11 | Gyro: 1.3, -2.4, -0.4 || MPU2 Acc: 1.53, 0.21, -0.26 | Gyro: 2.6, 6.0, -22.2 || Time: 91988 ms
Enc Cnt: 34 | Angle: 8.3° || MPU1 Acc: -0.00, 0.14, -0.06 | Gyro: 1.3, -3.6, -0.8 || MPU2 Acc: 1.29, 0.14, -0.09 | Gyro: 1.9, 7.3, -21.9 || Time: 91998 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: 0.07, 0.08, 0.01 | Gyro: 1.3, -3.6, -0.6 || MPU2 Acc: 1.08, 0.30, -0.05 | Gyro: 3.1, 5.4, -22.7 || Time: 92009 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: -0.08, -0.07, -0.35 | Gyro: 1.2, -3.9, -0.8 || MPU2 Acc: 1.36, 0.20, -0.07 | Gyro: 4.3, 5.7, -23.7 || Time: 92018 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: -0.06, -0.15, 0.09 | Gyro: 1.3, -4.7, -1.6 || MPU2 Acc: 1.07, 0.58, -0.09 | Gyro: 4.0, 5.1, -24.9 || Time: 92028 ms
Enc Cnt: 37 | Angle: 9.3° || MPU1 Acc: 0.01, 0.10, 0.06 | Gyro: 1.3, -4.5, -1.9 || MPU2 Acc: 1.39, 0.25, -0.20 | Gyro: 4.3, 5.1, -26.5 || Time: 92038 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: -0.04, 0.12, -0.14 | Gyro: 1.5, -5.0, -2.4 || MPU2 Acc: 1.30, 0.19, -0.14 | Gyro: 5.7, 5.3, -26.8 || Time: 92049 ms
Enc Cnt: 39 | Angle: 9.8° || MPU1 Acc: -0.06, 0.08, -0.15 | Gyro: 1.6, -5.9, -2.8 || MPU2 Acc: 0.84, 0.29, -0.57 | Gyro: 8.9, 1.8, -29.0 || Time: 92059 ms
Enc Cnt: 40 | Angle: 10.0° || MPU1 Acc: -0.06, 0.04, -0.07 | Gyro: 1.6, -7.1, -2.7 || MPU2 Acc: 1.49, 0.12, -0.40 | Gyro: 9.9, 1.1, -31.5 || Time: 92069 ms
Enc Cnt: 42 | Angle: 10.5° || MPU1 Acc: 0.04, 0.11, -0.05 | Gyro: 2.1, -9.4, -4.3 || MPU2 Acc: 1.72, 0.22, -0.03 | Gyro: 11.5, 3.8, -31.2 || Time: 92079 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: 0.01, 0.05, -0.04 | Gyro: 1.7, -9.7, -4.6 || MPU2 Acc: 2.09, 0.00, 0.13 | Gyro: 13.1, 1.9, -29.7 || Time: 92089 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: -0.03, 0.12, -0.05 | Gyro: 2.5, -11.7, -7.3 || MPU2 Acc: 1.83, 0.35, 0.20 | Gyro: 12.4, 3.5, -28.9 || Time: 92099 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: 0.03, 0.11, 0.05 | Gyro: 2.0, -9.7, -9.1 || MPU2 Acc: 2.22, -0.07, 0.30 | Gyro: 11.9, 3.0, -28.4 || Time: 92111 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: 0.12, 0.07, 0.14 | Gyro: 2.3, -9.4, -11.2 || MPU2 Acc: 2.24, 0.32, 0.47 | Gyro: 10.6, 5.7, -27.6 || Time: 92120 ms
Enc Cnt: 46 | Angle: 11.5° || MPU1 Acc: -0.03, 0.01, 0.23 | Gyro: 2.1, -9.7, -12.3 || MPU2 Acc: 2.02, 0.45, 0.46 | Gyro: 11.0, 6.2, -26.1 || Time: 92130 ms
Enc Cnt: 46 | Angle: 11.5° || MPU1 Acc: -0.01, 0.32, 0.04 | Gyro: 1.7, -7.9, -17.0 || MPU2 Acc: 1.84, -0.46, 0.20 | Gyro: 10.8, 4.9, -26.6 || Time: 92141 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: 0.01, 0.04, 0.05 | Gyro: 2.9, -9.1, -21.6 || MPU2 Acc: 1.84, 0.01, 0.24 | Gyro: 9.5, 5.6, -28.4 || Time: 92151 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -0.24, 0.01, 0.11 | Gyro: 3.3, -8.1, -24.8 || MPU2 Acc: 1.35, -0.18, 0.56 | Gyro: 11.2, 3.9, -30.3 || Time: 92161 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: 0.03, 0.32, 0.13 | Gyro: 3.8, -8.2, -29.0 || MPU2 Acc: 1.61, -0.56, 0.37 | Gyro: 11.6, 4.7, -33.6 || Time: 92171 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -0.14, 0.05, 0.18 | Gyro: 4.3, -8.6, -36.0 || MPU2 Acc: 1.67, -0.44, 0.10 | Gyro: 12.5, 4.7, -37.9 || Time: 92182 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -0.28, -0.09, 0.24 | Gyro: 4.7, -8.3, -41.0 || MPU2 Acc: 1.37, -0.24, 0.13 | Gyro: 13.5, 3.2, -42.4 || Time: 92192 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -0.39, -0.03, 0.28 | Gyro: 4.7, -7.6, -47.1 || MPU2 Acc: 1.29, -0.54, 0.38 | Gyro: 16.2, 2.2, -47.3 || Time: 92202 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -0.13, 0.19, 0.23 | Gyro: 5.8, -6.9, -56.6 || MPU2 Acc: 1.34, -1.39, 0.39 | Gyro: 16.8, 0.0, -53.4 || Time: 92212 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -1.60, -0.44, -0.37 | Gyro: 6.9, -7.7, -65.7 || MPU2 Acc: 1.35, -1.32, 0.26 | Gyro: 17.2, -1.1, -60.5 || Time: 92222 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -0.67, -0.03, -0.10 | Gyro: 8.3, -9.1, -76.8 || MPU2 Acc: 1.54, -1.70, 0.49 | Gyro: 17.9, -1.0, -68.0 || Time: 92232 ms
Enc Cnt: 46 | Angle: 11.8° || MPU1 Acc: -0.75, -0.49, 0.31 | Gyro: 12.1, -7.5, -87.5 || MPU2 Acc: 1.75, -0.93, 0.66 | Gyro: 17.9, -2.3, -74.7 || Time: 92243 ms
