=== New Logging Session ===
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.00, 0.01, 0.03 | Gyro: -0.1, -0.1, 0.1 || MPU2 Acc: 0.03, 0.04, 0.07 | Gyro: 0.1, -0.3, 0.0 || Time: 12042 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 1.82, 2.01, -0.42 | Gyro: -59.1, 10.7, 211.6 || MPU2 Acc: -2.08, 3.15, -1.34 | Gyro: -32.0, -18.8, 198.7 || Time: 120186 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.39, 1.76, -0.33 | Gyro: -57.7, 10.7, 222.1 || MPU2 Acc: -1.76, 1.89, -1.32 | Gyro: -33.4, -17.1, 208.2 || Time: 120196 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.90, 1.50, -0.34 | Gyro: -57.6, 8.4, 232.4 || MPU2 Acc: -1.41, 0.73, -1.01 | Gyro: -32.3, -16.6, 215.7 || Time: 120206 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -1.63, 1.03, -0.52 | Gyro: -58.8, 5.0, 240.8 || MPU2 Acc: -0.79, 0.05, -0.94 | Gyro: -28.8, -15.7, 223.3 || Time: 120216 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -1.63, 0.21, -0.70 | Gyro: -59.4, 2.9, 246.1 || MPU2 Acc: 0.31, -0.28, -0.45 | Gyro: -28.0, -14.4, 231.2 || Time: 120226 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -1.20, -1.00, -0.88 | Gyro: -58.5, 3.5, 245.4 || MPU2 Acc: 1.42, -0.27, -0.30 | Gyro: -30.7, -11.5, 236.2 || Time: 120237 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -1.11, -1.85, -1.04 | Gyro: -56.2, 6.7, 241.9 || MPU2 Acc: 2.07, -0.30, -0.05 | Gyro: -35.0, -8.9, 238.1 || Time: 120246 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -1.86, -2.21, -1.14 | Gyro: -53.5, 12.4, 236.2 || MPU2 Acc: 2.32, -0.58, 0.35 | Gyro: -40.3, -7.1, 241.2 || Time: 120256 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -3.04, -1.93, -1.23 | Gyro: -52.7, 18.7, 229.3 || MPU2 Acc: 2.39, -1.75, 0.58 | Gyro: -45.4, -9.9, 243.2 || Time: 120268 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -4.02, -1.72, -1.07 | Gyro: -55.7, 21.6, 224.0 || MPU2 Acc: 2.48, -2.84, 0.76 | Gyro: -47.7, -11.7, 243.9 || Time: 120277 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -5.60, -1.91, -1.11 | Gyro: -59.8, 23.3, 218.6 || MPU2 Acc: 2.88, -3.75, 0.87 | Gyro: -47.2, -14.4, 248.2 || Time: 120287 ms
Enc Cnt: -2 | Angle: -0.3° || MPU1 Acc: -7.27, -2.81, -0.77 | Gyro: -62.2, 21.8, 219.7 || MPU2 Acc: 3.84, -4.05, 0.82 | Gyro: -47.2, -14.7, 251.4 || Time: 120299 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -8.10, -3.50, -0.71 | Gyro: -59.7, 19.5, 226.3 || MPU2 Acc: 4.80, -4.22, 0.83 | Gyro: -47.7, -12.1, 254.6 || Time: 120309 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -8.07, -4.32, -0.53 | Gyro: -53.4, 17.2, 231.8 || MPU2 Acc: 5.55, -4.53, 0.76 | Gyro: -48.6, -4.3, 254.9 || Time: 120319 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -7.85, -5.35, -0.40 | Gyro: -45.3, 16.2, 232.3 || MPU2 Acc: 5.95, -4.82, 0.95 | Gyro: -48.4, 3.4, 254.2 || Time: 120329 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -7.55, -6.11, -0.66 | Gyro: -38.2, 14.9, 227.2 || MPU2 Acc: 6.18, -5.06, 1.02 | Gyro: -49.5, 9.6, 248.8 || Time: 120339 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -6.87, -6.52, -1.11 | Gyro: -33.1, 15.3, 216.9 || MPU2 Acc: 6.16, -4.88, 0.95 | Gyro: -49.6, 11.8, 239.7 || Time: 120349 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -5.98, -6.51, -1.60 | Gyro: -30.4, 16.8, 203.5 || MPU2 Acc: 6.10, -4.39, 0.82 | Gyro: -51.0, 12.3, 230.4 || Time: 120360 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -5.50, -6.29, -2.03 | Gyro: -30.9, 19.2, 193.5 || MPU2 Acc: 5.66, -3.76, 0.78 | Gyro: -52.8, 10.4, 226.0 || Time: 120369 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -5.33, -5.93, -2.06 | Gyro: -34.6, 23.1, 185.8 || MPU2 Acc: 5.50, -3.06, 0.74 | Gyro: -55.2, 4.9, 220.7 || Time: 120379 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -5.38, -5.98, -2.05 | Gyro: -38.6, 25.2, 183.7 || MPU2 Acc: 5.41, -2.40, 0.46 | Gyro: -55.9, -0.2, 218.0 || Time: 120389 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -4.69, -6.64, -1.87 | Gyro: -42.0, 28.1, 185.5 || MPU2 Acc: 5.89, -1.77, 0.29 | Gyro: -58.8, -4.3, 214.9 || Time: 120402 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -3.77, -7.58, -1.75 | Gyro: -39.8, 30.9, 184.4 || MPU2 Acc: 6.53, -1.06, 0.02 | Gyro: -61.2, -3.8, 211.4 || Time: 120411 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -3.20, -8.84, -1.53 | Gyro: -32.6, 34.8, 183.6 || MPU2 Acc: 7.48, -0.22, -0.22 | Gyro: -67.1, 1.1, 204.1 || Time: 120421 ms
Enc Cnt: -16 | Angle: -3.7° || MPU1 Acc: -2.56, -10.26, -1.09 | Gyro: -19.8, 40.0, 183.2 || MPU2 Acc: 8.69, 0.57, -0.42 | Gyro: -73.9, 10.4, 194.4 || Time: 120431 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -2.00, -12.13, -0.79 | Gyro: -3.2, 45.5, 183.2 || MPU2 Acc: 10.30, 1.24, -0.56 | Gyro: -81.6, 24.9, 184.4 || Time: 120441 ms
Enc Cnt: -17 | Angle: -4.0° || MPU1 Acc: -0.95, -14.40, 0.15 | Gyro: 22.0, 52.7, 179.3 || MPU2 Acc: 11.76, 1.90, -0.31 | Gyro: -92.2, 45.6, 169.2 || Time: 120451 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 0.49, -16.76, 1.47 | Gyro: 53.1, 59.6, 166.2 || MPU2 Acc: 13.32, 2.48, 0.67 | Gyro: -102.8, 71.6, 145.5 || Time: 120462 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 2.54, -18.94, 2.88 | Gyro: 79.0, 62.8, 146.6 || MPU2 Acc: 14.34, 2.83, 1.89 | Gyro: -108.3, 91.5, 120.9 || Time: 120471 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -10.47, -18.99, 21.67 | Gyro: 87.4, 33.9, 20.0 || MPU2 Acc: 15.57, -10.10, -20.51 | Gyro: -114.6, 76.8, 84.0 || Time: 120481 ms
Enc Cnt: -24 | Angle: -5.7° || MPU1 Acc: -1.41, -18.99, 13.10 | Gyro: 96.3, 32.5, -20.7 || MPU2 Acc: 10.35, -4.34, 10.76 | Gyro: -49.9, 82.2, 18.9 || Time: 120492 ms
Enc Cnt: -27 | Angle: -6.5° || MPU1 Acc: -0.71, -18.99, 5.55 | Gyro: 95.0, -4.5, -74.0 || MPU2 Acc: 13.10, -4.69, 6.28 | Gyro: -18.4, 85.6, -17.1 || Time: 120502 ms
Enc Cnt: -31 | Angle: -7.5° || MPU1 Acc: 8.69, -18.40, 7.79 | Gyro: 78.6, -23.8, -132.4 || MPU2 Acc: 10.35, -4.90, 9.03 | Gyro: 13.5, 59.7, -43.6 || Time: 120512 ms
Enc Cnt: -36 | Angle: -8.8° || MPU1 Acc: 3.56, -15.92, 2.94 | Gyro: 47.1, -48.7, -193.3 || MPU2 Acc: 6.89, -2.65, 4.77 | Gyro: 46.9, 9.4, -72.2 || Time: 120524 ms
Enc Cnt: -42 | Angle: -10.3° || MPU1 Acc: 10.46, -11.53, 0.01 | Gyro: 36.9, -60.9, -246.5 || MPU2 Acc: 5.30, 0.17, 1.10 | Gyro: 58.8, -16.2, -90.8 || Time: 120533 ms
Enc Cnt: -49 | Angle: -12.0° || MPU1 Acc: 26.86, 11.29, 1.60 | Gyro: 11.5, -52.1, -304.9 || MPU2 Acc: -3.70, 4.45, -2.28 | Gyro: 55.0, -31.1, -68.9 || Time: 120543 ms
Enc Cnt: -64 | Angle: -15.8° || MPU1 Acc: 7.43, 0.70, -16.95 | Gyro: -24.1, -9.6, -390.6 || MPU2 Acc: -14.28, 3.94, -3.25 | Gyro: 30.7, -109.7, -54.5 || Time: 120555 ms
Enc Cnt: -76 | Angle: -18.8° || MPU1 Acc: 0.80, -4.51, -1.16 | Gyro: -55.4, -7.6, -401.5 || MPU2 Acc: -11.00, 2.40, -0.55 | Gyro: 16.1, -138.2, -95.9 || Time: 120565 ms
Enc Cnt: -86 | Angle: -21.3° || MPU1 Acc: -10.47, -11.52, -2.36 | Gyro: -66.4, 4.3, -373.5 || MPU2 Acc: -3.68, -2.71, -0.04 | Gyro: 29.4, -155.6, -121.3 || Time: 120575 ms
Enc Cnt: -79 | Angle: -20.0° || MPU1 Acc: -10.47, -18.99, 21.67 | Gyro: -77.5, -3.9, -10.8 || MPU2 Acc: 15.57, -5.71, -20.51 | Gyro: 91.5, -33.6, -201.7 || Time: 120587 ms
Enc Cnt: -71 | Angle: -18.0° || MPU1 Acc: 16.14, 8.39, 1.09 | Gyro: 31.5, -21.8, -10.4 || MPU2 Acc: -8.54, -10.10, -10.62 | Gyro: 59.9, -23.4, -202.1 || Time: 120597 ms
Enc Cnt: -63 | Angle: -15.8° || MPU1 Acc: 28.77, 4.40, 21.67 | Gyro: 46.5, 0.3, -26.5 || MPU2 Acc: -0.20, 1.67, 3.72 | Gyro: 61.8, -11.0, -204.9 || Time: 120607 ms
Enc Cnt: -53 | Angle: -13.5° || MPU1 Acc: 2.67, -7.29, 21.67 | Gyro: 38.8, 0.9, 2.2 || MPU2 Acc: 3.87, 0.70, -2.62 | Gyro: 38.4, -12.5, -187.3 || Time: 120619 ms
Enc Cnt: -47 | Angle: -11.8° || MPU1 Acc: -0.11, 3.45, -10.28 | Gyro: -13.7, -31.3, -0.3 || MPU2 Acc: 5.53, -2.18, -2.06 | Gyro: 39.0, -2.6, -158.2 || Time: 120628 ms
Enc Cnt: -41 | Angle: -10.5° || MPU1 Acc: -4.65, -1.97, -7.98 | Gyro: 2.7, -32.1, 0.7 || MPU2 Acc: 6.10, 1.19, -0.68 | Gyro: 40.7, -15.0, -117.9 || Time: 120638 ms
Enc Cnt: -37 | Angle: -9.3° || MPU1 Acc: -0.69, -0.08, -3.10 | Gyro: 2.1, -17.7, -1.0 || MPU2 Acc: 4.85, 0.89, 2.30 | Gyro: 18.8, 0.2, -76.8 || Time: 120650 ms
Enc Cnt: -35 | Angle: -8.8° || MPU1 Acc: 0.50, 0.01, 1.21 | Gyro: 3.4, -8.4, -1.8 || MPU2 Acc: 2.12, 0.09, 1.21 | Gyro: 3.6, 5.3, -56.6 || Time: 120660 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: 0.83, 0.34, 0.51 | Gyro: 0.7, -7.0, -1.6 || MPU2 Acc: 1.26, -0.51, 0.84 | Gyro: -1.1, 16.7, -43.0 || Time: 120670 ms
Enc Cnt: -31 | Angle: -8.0° || MPU1 Acc: 0.20, 0.08, -0.12 | Gyro: 0.5, -3.6, -1.1 || MPU2 Acc: -0.75, -0.25, 0.11 | Gyro: -5.9, 18.1, -34.8 || Time: 120681 ms
Enc Cnt: -30 | Angle: -7.5° || MPU1 Acc: -0.22, 0.30, -1.11 | Gyro: 0.1, -4.6, -0.9 || MPU2 Acc: -2.74, -0.12, -1.54 | Gyro: -7.1, 11.5, -39.2 || Time: 120690 ms
Enc Cnt: -28 | Angle: -7.2° || MPU1 Acc: -0.09, 0.23, -1.00 | Gyro: 0.4, -4.3, -1.2 || MPU2 Acc: -2.40, -0.26, -1.89 | Gyro: -0.3, 5.3, -46.8 || Time: 120700 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: -0.02, 0.10, -0.53 | Gyro: 0.3, -5.7, -1.2 || MPU2 Acc: -1.43, -0.27, -1.29 | Gyro: 7.2, -1.0, -50.4 || Time: 120712 ms
Enc Cnt: -24 | Angle: -6.2° || MPU1 Acc: 0.06, 0.06, -0.43 | Gyro: 0.9, -6.4, -0.9 || MPU2 Acc: -1.42, -0.19, -1.12 | Gyro: 8.9, -3.4, -52.9 || Time: 120721 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -0.05, 0.01, -0.30 | Gyro: 0.9, -6.3, -0.7 || MPU2 Acc: -0.98, -0.07, -0.96 | Gyro: 11.4, -5.9, -54.5 || Time: 120731 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 0.13, 0.04, -0.24 | Gyro: 1.1, -7.6, -0.7 || MPU2 Acc: -0.51, -0.33, -1.20 | Gyro: 14.4, -6.5, -53.9 || Time: 120741 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 0.01, 0.08, -0.41 | Gyro: 0.6, -10.0, -0.9 || MPU2 Acc: -0.31, -0.14, -0.88 | Gyro: 14.8, -6.0, -53.8 || Time: 120751 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.05, 0.04, -0.34 | Gyro: 0.9, -9.7, -0.9 || MPU2 Acc: 0.17, -0.15, -0.47 | Gyro: 14.8, -4.8, -51.4 || Time: 120761 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 0.25, 0.30, -0.19 | Gyro: 0.6, -10.1, -1.3 || MPU2 Acc: 0.43, -0.03, -0.47 | Gyro: 14.1, -1.7, -47.6 || Time: 120772 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.03, 0.04, -0.45 | Gyro: 0.7, -9.9, -0.9 || MPU2 Acc: 0.61, 0.03, -0.41 | Gyro: 13.1, 1.1, -43.5 || Time: 120782 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.08, 0.07, -0.18 | Gyro: 1.3, -8.9, -1.0 || MPU2 Acc: 0.46, -0.06, -0.22 | Gyro: 11.1, 2.3, -40.6 || Time: 120792 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.06, 0.17, -0.48 | Gyro: 0.9, -8.9, -0.9 || MPU2 Acc: 0.13, -0.09, -0.30 | Gyro: 10.9, 2.9, -38.1 || Time: 120802 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -0.05, 0.06, -0.37 | Gyro: 0.8, -8.7, -1.2 || MPU2 Acc: 0.13, 0.08, -0.47 | Gyro: 9.5, 4.9, -36.7 || Time: 120813 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.18, 0.15, -0.05 | Gyro: 1.2, -7.7, -1.0 || MPU2 Acc: -0.08, 0.08, -0.43 | Gyro: 8.0, 4.5, -35.9 || Time: 120822 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.33, -0.13, -0.40 | Gyro: 0.7, -7.4, -0.6 || MPU2 Acc: -0.05, 0.20, -0.43 | Gyro: 7.2, 4.3, -35.8 || Time: 120832 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.18, -0.11, 0.05 | Gyro: 1.3, -6.8, -1.0 || MPU2 Acc: -0.04, 0.08, -0.62 | Gyro: 6.8, 3.1, -36.7 || Time: 120844 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.04, 0.02, 0.30 | Gyro: 1.4, -7.1, -1.0 || MPU2 Acc: 0.07, -0.18, -0.84 | Gyro: 8.6, 3.6, -36.9 || Time: 120854 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 0.04, 0.13, -0.38 | Gyro: 0.4, -8.3, -0.9 || MPU2 Acc: -0.11, -0.03, -0.72 | Gyro: 9.7, 3.1, -38.0 || Time: 120864 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -0.12, 0.35, -0.79 | Gyro: -0.1, -9.9, -1.4 || MPU2 Acc: 0.28, -0.35, -0.96 | Gyro: 10.8, 3.3, -38.7 || Time: 120875 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -0.34, -0.37, -0.09 | Gyro: 1.9, -11.1, -0.9 || MPU2 Acc: 0.42, 0.05, -0.95 | Gyro: 12.3, 3.1, -38.8 || Time: 120884 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.25, 0.13, 0.08 | Gyro: 3.0, -12.3, -4.9 || MPU2 Acc: 0.81, -0.03, -0.58 | Gyro: 14.5, 3.8, -39.0 || Time: 120894 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.06, 0.22, -0.33 | Gyro: 2.1, -13.1, -4.9 || MPU2 Acc: 0.69, 0.29, -0.25 | Gyro: 16.1, 4.0, -37.5 || Time: 120906 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.14, 0.25, -0.28 | Gyro: 1.7, -13.4, -5.0 || MPU2 Acc: 0.68, 0.10, -0.13 | Gyro: 17.3, 3.4, -35.9 || Time: 120916 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.11, -0.29, 0.39 | Gyro: 2.5, -12.9, -4.1 || MPU2 Acc: 1.03, 0.51, -0.16 | Gyro: 14.4, 6.2, -33.9 || Time: 120926 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.07, 0.18, 0.15 | Gyro: 1.2, -11.3, -4.4 || MPU2 Acc: 1.45, 0.26, 0.28 | Gyro: 14.1, 6.3, -30.1 || Time: 120936 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.10, 0.08, 0.05 | Gyro: 1.6, -10.3, -4.1 || MPU2 Acc: 1.38, 0.30, -0.10 | Gyro: 11.2, 9.5, -24.9 || Time: 120946 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.60, 0.39, 0.75 | Gyro: 2.1, -8.9, -5.5 || MPU2 Acc: 0.17, -0.04, 0.44 | Gyro: 10.2, 6.2, -25.5 || Time: 120956 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 0.06, 0.11, 0.47 | Gyro: 2.0, -8.6, -5.7 || MPU2 Acc: 0.30, -0.28, -0.01 | Gyro: 10.7, 2.8, -27.4 || Time: 120966 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.13, 0.20, -0.58 | Gyro: 2.5, -12.5, -9.3 || MPU2 Acc: 0.31, 0.06, -0.52 | Gyro: 10.2, 4.7, -29.3 || Time: 120978 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 0.00, 0.00, 0.02 | Gyro: 2.3, -8.6, -8.5 || MPU2 Acc: 0.74, 0.70, 0.42 | Gyro: 10.8, 0.9, -29.0 || Time: 120987 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.40, -0.06, 1.63 | Gyro: 4.9, -7.9, -10.0 || MPU2 Acc: 0.79, -0.63, 0.18 | Gyro: 11.5, 2.7, -29.2 || Time: 120997 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 0.78, 0.76, 0.60 | Gyro: 2.0, -13.7, -13.0 || MPU2 Acc: 0.90, -0.49, 0.24 | Gyro: 13.4, 4.1, -29.6 || Time: 121008 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.24, 0.40, -1.10 | Gyro: 3.9, -13.4, -15.4 || MPU2 Acc: 1.18, -0.08, 0.45 | Gyro: 12.9, 4.3, -30.4 || Time: 121017 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.11, 0.00, -0.04 | Gyro: 7.4, -11.2, -16.1 || MPU2 Acc: 1.32, 0.39, -0.15 | Gyro: 13.1, 7.4, -28.5 || Time: 121027 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -1.36, -0.55, -1.57 | Gyro: 5.9, -15.1, -18.4 || MPU2 Acc: 1.19, 0.58, -1.58 | Gyro: 10.3, 8.1, -29.2 || Time: 121039 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -0.47, -0.35, -0.82 | Gyro: 4.3, -16.1, -18.2 || MPU2 Acc: 0.69, 0.60, -1.45 | Gyro: 11.3, 8.0, -30.5 || Time: 121048 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.78, -0.16, -1.77 | Gyro: 4.6, -17.2, -19.4 || MPU2 Acc: 1.30, 0.55, -1.33 | Gyro: 10.3, 8.1, -32.6 || Time: 121058 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.37, 0.17, -1.05 | Gyro: 3.6, -12.9, -21.2 || MPU2 Acc: 0.83, -0.28, 0.14 | Gyro: 11.7, 4.9, -35.1 || Time: 121068 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.65, -0.18, -2.25 | Gyro: 7.4, -14.2, -27.9 || MPU2 Acc: 1.31, 0.30, -2.42 | Gyro: 11.5, 5.6, -38.8 || Time: 121078 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.39, -0.56, 0.83 | Gyro: 8.3, -11.7, -33.3 || MPU2 Acc: 0.66, -0.09, -0.58 | Gyro: 12.7, 4.0, -41.1 || Time: 121088 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.71, 0.40, 0.62 | Gyro: 8.7, -11.1, -36.7 || MPU2 Acc: 0.99, -0.36, 1.50 | Gyro: 14.0, 7.7, -43.4 || Time: 121098 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.56, -0.42, -0.12 | Gyro: 7.6, -14.0, -43.8 || MPU2 Acc: 1.59, -0.81, -0.74 | Gyro: 14.0, 5.5, -46.5 || Time: 121108 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.37, -0.45, 0.09 | Gyro: 9.1, -14.1, -49.2 || MPU2 Acc: 1.39, -0.52, -0.18 | Gyro: 13.3, 5.0, -49.0 || Time: 121118 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.18, -0.28, 0.70 | Gyro: 10.4, -6.2, -54.9 || MPU2 Acc: 1.55, -0.58, 2.02 | Gyro: 14.3, 5.9, -49.4 || Time: 121128 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.66, -0.48, -0.54 | Gyro: 9.4, -9.7, -60.7 || MPU2 Acc: 1.31, -0.94, -0.51 | Gyro: 12.2, 1.8, -54.6 || Time: 121139 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.71, -0.68, 0.71 | Gyro: 11.1, -6.0, -66.0 || MPU2 Acc: 0.98, -0.15, 0.06 | Gyro: 12.8, 0.1, -57.5 || Time: 121149 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -1.44, -0.70, 0.22 | Gyro: 10.1, -2.5, -70.0 || MPU2 Acc: 1.99, -1.11, 1.77 | Gyro: 12.8, -1.1, -60.5 || Time: 121159 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.70, -0.89, 0.69 | Gyro: 10.4, -0.3, -78.0 || MPU2 Acc: 1.66, -0.30, 1.31 | Gyro: 9.7, -3.0, -63.7 || Time: 121171 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -1.77, -1.54, 0.12 | Gyro: 8.6, 4.2, -79.3 || MPU2 Acc: 1.73, -0.02, 1.24 | Gyro: 8.1, -7.5, -66.6 || Time: 121181 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.82, -0.64, 0.23 | Gyro: 10.4, 6.4, -89.0 || MPU2 Acc: 1.93, -1.44, 1.24 | Gyro: 6.6, -9.8, -69.2 || Time: 121191 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -1.11, -1.02, 0.43 | Gyro: 12.2, 9.9, -97.7 || MPU2 Acc: 1.65, -1.60, 1.11 | Gyro: 4.9, -8.5, -73.0 || Time: 121202 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -2.07, -1.65, 0.37 | Gyro: 12.5, 12.8, -108.0 || MPU2 Acc: 2.25, -1.95, 0.38 | Gyro: 6.7, -10.6, -77.1 || Time: 121212 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -2.57, -1.23, 0.04 | Gyro: 13.4, 12.7, -120.0 || MPU2 Acc: 2.13, -3.26, -0.21 | Gyro: 5.9, -12.2, -83.5 || Time: 121222 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -2.58, -2.04, -0.11 | Gyro: 18.2, 13.2, -136.5 || MPU2 Acc: 2.72, -2.66, 0.98 | Gyro: 4.2, -12.7, -90.0 || Time: 121234 ms
Enc Cnt: 9 | Angle: 2.5° || MPU1 Acc: -1.97, -1.48, 0.03 | Gyro: 18.8, 13.6, -149.5 || MPU2 Acc: 2.04, -3.69, 0.73 | Gyro: 4.1, -12.5, -95.8 || Time: 121244 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -4.33, 0.85, -1.10 | Gyro: 14.8, 14.5, -166.2 || MPU2 Acc: 4.61, -7.31, 5.56 | Gyro: 10.1, 8.3, -108.8 || Time: 121254 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -4.37, -2.56, 0.57 | Gyro: 20.6, 9.1, -190.2 || MPU2 Acc: 2.24, -3.56, 1.07 | Gyro: 4.5, -9.0, -110.1 || Time: 121265 ms
Enc Cnt: 0 | Angle: 0.3° || MPU1 Acc: -3.43, -2.45, -0.53 | Gyro: 24.1, 7.7, -207.1 || MPU2 Acc: 0.92, -5.30, -0.22 | Gyro: 5.6, -10.8, -118.2 || Time: 121274 ms
Enc Cnt: -4 | Angle: -0.8° || MPU1 Acc: -4.59, -2.97, -0.20 | Gyro: 26.8, 7.0, -224.5 || MPU2 Acc: 2.97, -6.86, 0.64 | Gyro: 9.9, -4.3, -130.2 || Time: 121284 ms
Enc Cnt: -8 | Angle: -1.8° || MPU1 Acc: -6.79, -6.93, -0.35 | Gyro: 31.2, 6.6, -243.6 || MPU2 Acc: 3.48, -5.72, 0.40 | Gyro: 10.6, -3.1, -147.3 || Time: 121294 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -10.12, -10.71, -0.85 | Gyro: 35.8, 6.8, -262.5 || MPU2 Acc: 5.07, -7.21, 1.66 | Gyro: 18.3, 1.1, -182.6 || Time: 121307 ms
Enc Cnt: -16 | Angle: -3.7° || MPU1 Acc: -5.46, -10.30, -1.95 | Gyro: 35.7, 10.0, -290.6 || MPU2 Acc: 5.56, -8.81, 1.01 | Gyro: 25.4, -4.7, -209.3 || Time: 121316 ms
