=== New Logging Session ===
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.02, -0.04, -0.03 | Gyro: 0.1, -0.3, -0.1 || MPU2 Acc: -0.03, -0.02, 0.07 | Gyro: -0.5, -0.1, -0.2 || Time: 12008 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.94, -1.34, 0.02 | Gyro: 27.6, -8.6, -126.1 || MPU2 Acc: 1.84, -2.49, 0.69 | Gyro: 21.2, 10.5, -70.2 || Time: 122910 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.24, -2.51, -0.96 | Gyro: 32.2, -4.7, -138.9 || MPU2 Acc: 1.97, -1.77, 0.53 | Gyro: 17.7, 10.1, -75.6 || Time: 122919 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.00, -4.13, -1.34 | Gyro: 44.5, 6.4, -148.1 || MPU2 Acc: 3.59, 0.57, -0.65 | Gyro: 5.9, 16.7, -85.6 || Time: 122929 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -1.30, -2.65, -0.55 | Gyro: 46.9, 12.3, -156.5 || MPU2 Acc: 2.74, -2.53, 0.21 | Gyro: 6.2, 23.5, -89.0 || Time: 122939 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -2.76, -2.70, -0.88 | Gyro: 49.3, 13.5, -171.9 || MPU2 Acc: 2.30, -4.95, -0.63 | Gyro: 8.7, 29.2, -94.5 || Time: 122949 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -2.98, -3.07, -1.11 | Gyro: 53.1, 8.1, -191.8 || MPU2 Acc: 0.88, -5.13, -0.65 | Gyro: 9.0, 30.0, -104.2 || Time: 122959 ms
Enc Cnt: 0 | Angle: 0.3° || MPU1 Acc: -2.17, -3.55, -1.39 | Gyro: 55.9, 10.0, -207.1 || MPU2 Acc: 0.91, -4.46, -0.27 | Gyro: 8.7, 31.2, -118.4 || Time: 122969 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -2.45, -5.00, -2.00 | Gyro: 63.4, 15.8, -221.9 || MPU2 Acc: 1.68, -4.68, -0.65 | Gyro: 4.8, 33.7, -137.0 || Time: 122980 ms
Enc Cnt: -8 | Angle: -1.8° || MPU1 Acc: -5.34, -5.87, -1.63 | Gyro: 67.2, 20.8, -232.5 || MPU2 Acc: 2.14, -6.18, -0.07 | Gyro: 7.6, 35.1, -151.5 || Time: 122990 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -5.13, -4.98, -1.08 | Gyro: 68.9, 16.0, -247.8 || MPU2 Acc: 1.79, -7.69, -1.13 | Gyro: 15.0, 30.5, -158.9 || Time: 123000 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -10.09, -7.36, -1.81 | Gyro: 61.6, 18.0, -239.2 || MPU2 Acc: 3.88, -9.79, 0.83 | Gyro: 29.6, 24.8, -177.6 || Time: 123012 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -4.11, -5.35, -2.50 | Gyro: 66.7, 8.9, -248.3 || MPU2 Acc: 3.77, -5.78, -1.46 | Gyro: 30.7, 25.7, -175.6 || Time: 123021 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -5.51, -6.49, -1.66 | Gyro: 70.7, 10.4, -264.8 || MPU2 Acc: 0.86, -6.62, -1.19 | Gyro: 38.1, 25.1, -195.4 || Time: 123031 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -8.11, -3.08, -2.19 | Gyro: 65.9, 1.6, -256.0 || MPU2 Acc: 0.02, -5.75, -1.30 | Gyro: 52.1, 19.8, -196.6 || Time: 123043 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: -5.98, -1.40, -1.33 | Gyro: 66.4, -2.8, -252.4 || MPU2 Acc: -1.39, -6.63, -2.48 | Gyro: 62.2, 17.4, -196.1 || Time: 123053 ms
Enc Cnt: -30 | Angle: -7.2° || MPU1 Acc: -2.18, -0.01, -1.77 | Gyro: 74.7, -10.5, -266.8 || MPU2 Acc: -2.88, -4.75, -3.00 | Gyro: 67.7, 17.0, -199.7 || Time: 123063 ms
Enc Cnt: -34 | Angle: -8.5° || MPU1 Acc: -2.51, 4.29, 1.34 | Gyro: 95.1, -19.3, -274.2 || MPU2 Acc: -2.88, 2.07, -4.08 | Gyro: 67.0, 23.4, -186.2 || Time: 123075 ms
Enc Cnt: -37 | Angle: -9.3° || MPU1 Acc: -2.49, 7.55, -0.54 | Gyro: 108.7, -36.8, -209.9 || MPU2 Acc: -2.22, 9.88, -4.49 | Gyro: 55.9, 49.4, -150.4 || Time: 123085 ms
Enc Cnt: -38 | Angle: -9.5° || MPU1 Acc: -8.62, 4.58, -0.66 | Gyro: 105.7, -38.2, -103.4 || MPU2 Acc: 0.81, 12.04, -1.30 | Gyro: 51.2, 71.0, -113.0 || Time: 123095 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: -10.50, 5.40, -3.76 | Gyro: 90.8, -27.9, 41.1 || MPU2 Acc: 0.74, 4.71, -1.71 | Gyro: 38.3, 79.8, -50.5 || Time: 123108 ms
Enc Cnt: -32 | Angle: -8.3° || MPU1 Acc: -3.67, 8.04, -2.28 | Gyro: 77.3, -36.3, 105.3 || MPU2 Acc: -1.58, 1.87, -2.03 | Gyro: 34.9, 81.4, -5.2 || Time: 123117 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: -1.16, 5.53, -1.16 | Gyro: 66.6, -44.3, 129.8 || MPU2 Acc: -2.64, 2.43, -1.00 | Gyro: 32.6, 81.8, 32.9 || Time: 123127 ms
Enc Cnt: -25 | Angle: -6.2° || MPU1 Acc: 1.44, 3.72, -1.54 | Gyro: 52.4, -51.4, 145.6 || MPU2 Acc: -3.38, 0.17, -0.43 | Gyro: 35.2, 75.8, 50.9 || Time: 123138 ms
Enc Cnt: -22 | Angle: -5.7° || MPU1 Acc: 3.39, 3.42, -1.31 | Gyro: 44.2, -54.8, 134.1 || MPU2 Acc: -3.33, 2.53, -0.87 | Gyro: 31.2, 71.9, 61.5 || Time: 123147 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 3.35, 2.43, -0.25 | Gyro: 33.5, -52.1, 142.4 || MPU2 Acc: -3.87, 4.32, 0.25 | Gyro: 30.9, 62.4, 67.6 || Time: 123157 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 4.28, 3.12, -0.79 | Gyro: 25.8, -48.5, 141.1 || MPU2 Acc: -3.13, 4.93, -0.51 | Gyro: 22.8, 55.3, 77.3 || Time: 123168 ms
Enc Cnt: -14 | Angle: -3.7° || MPU1 Acc: 3.08, 2.52, -0.39 | Gyro: 19.1, -40.8, 154.8 || MPU2 Acc: -2.87, 5.61, 0.16 | Gyro: 16.9, 50.2, 86.7 || Time: 123178 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 3.36, 3.44, -0.57 | Gyro: 14.4, -36.1, 167.7 || MPU2 Acc: -2.48, 5.06, -0.43 | Gyro: 7.7, 45.1, 100.4 || Time: 123188 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 1.73, 2.89, -0.13 | Gyro: 7.7, -29.9, 191.6 || MPU2 Acc: -2.16, 4.93, 0.13 | Gyro: -0.8, 41.0, 120.0 || Time: 123200 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 2.40, 3.00, -0.50 | Gyro: 3.8, -25.9, 205.8 || MPU2 Acc: -1.89, 3.96, -1.15 | Gyro: -9.2, 38.6, 134.6 || Time: 123210 ms
Enc Cnt: -3 | Angle: -1.0° || MPU1 Acc: 2.48, 2.07, 0.11 | Gyro: 0.1, -21.1, 216.0 || MPU2 Acc: -2.31, 4.10, 0.32 | Gyro: -15.4, 34.2, 148.0 || Time: 123220 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 3.63, 1.87, 0.15 | Gyro: -1.8, -12.3, 218.9 || MPU2 Acc: -2.20, 3.74, 0.34 | Gyro: -23.9, 33.6, 157.7 || Time: 123231 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 3.24, 1.56, -0.00 | Gyro: -3.3, -5.7, 218.6 || MPU2 Acc: -2.12, 4.00, 0.30 | Gyro: -32.6, 30.4, 163.6 || Time: 123240 ms
Enc Cnt: 3 | Angle: 0.5° || MPU1 Acc: 3.40, 1.60, 0.22 | Gyro: -4.1, 4.4, 218.3 || MPU2 Acc: -1.95, 3.67, 0.27 | Gyro: -40.3, 28.9, 169.8 || Time: 123250 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 2.60, 1.59, 0.10 | Gyro: -4.9, 13.2, 218.1 || MPU2 Acc: -1.39, 3.43, 0.31 | Gyro: -48.6, 30.1, 177.6 || Time: 123260 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 1.24, 1.38, 0.25 | Gyro: -4.7, 22.2, 223.0 || MPU2 Acc: -0.97, 2.69, 0.49 | Gyro: -57.6, 32.5, 187.6 || Time: 123270 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.40, 1.04, 0.25 | Gyro: -5.0, 28.8, 226.9 || MPU2 Acc: -0.67, 2.00, 0.29 | Gyro: -65.3, 33.5, 195.5 || Time: 123280 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.20, 0.53, 0.06 | Gyro: -4.4, 36.0, 232.3 || MPU2 Acc: -0.44, 1.42, 0.49 | Gyro: -72.4, 34.5, 202.4 || Time: 123290 ms
Enc Cnt: 8 | Angle: 1.8° || MPU1 Acc: -0.50, -0.27, 0.12 | Gyro: -1.6, 44.0, 234.6 || MPU2 Acc: 0.26, 1.35, 0.45 | Gyro: -82.9, 37.3, 208.7 || Time: 123302 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -1.14, -0.82, -0.01 | Gyro: 0.5, 52.1, 237.3 || MPU2 Acc: 0.43, 0.74, 0.64 | Gyro: -90.9, 39.7, 212.9 || Time: 123311 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -1.92, -1.30, -0.03 | Gyro: 2.0, 60.0, 236.9 || MPU2 Acc: 0.66, -0.21, 0.67 | Gyro: -98.6, 39.5, 212.6 || Time: 123321 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -2.82, -1.93, -0.35 | Gyro: 1.9, 66.6, 234.4 || MPU2 Acc: 0.69, -1.30, 0.81 | Gyro: -104.4, 37.5, 210.8 || Time: 123331 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -3.29, -2.39, -0.72 | Gyro: -0.8, 72.3, 227.9 || MPU2 Acc: 0.98, -2.33, 0.80 | Gyro: -108.9, 33.1, 207.4 || Time: 123341 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -3.73, -2.92, -0.89 | Gyro: -4.6, 78.6, 217.9 || MPU2 Acc: 1.40, -3.19, 1.06 | Gyro: -112.5, 24.6, 200.4 || Time: 123351 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -4.17, -3.69, -1.41 | Gyro: -8.7, 85.8, 204.5 || MPU2 Acc: 2.37, -3.68, 1.14 | Gyro: -117.2, 16.2, 191.8 || Time: 123362 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -4.78, -4.22, -1.78 | Gyro: -15.5, 92.4, 192.9 || MPU2 Acc: 2.81, -4.07, 1.39 | Gyro: -121.6, 7.7, 184.6 || Time: 123372 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -5.45, -4.37, -1.94 | Gyro: -27.0, 98.0, 179.4 || MPU2 Acc: 3.12, -5.09, 1.69 | Gyro: -124.1, -5.6, 178.3 || Time: 123382 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -6.07, -4.25, -2.02 | Gyro: -46.6, 100.8, 162.6 || MPU2 Acc: 2.51, -5.82, 1.99 | Gyro: -122.4, -27.5, 170.1 || Time: 123394 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -6.86, -4.48, -2.77 | Gyro: -66.3, 98.3, 149.7 || MPU2 Acc: 2.65, -5.45, 1.34 | Gyro: -120.2, -48.6, 162.0 || Time: 123404 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -6.10, -3.71, -1.61 | Gyro: -82.5, 100.2, 131.1 || MPU2 Acc: 2.35, -6.65, 1.88 | Gyro: -112.9, -68.0, 155.6 || Time: 123414 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -5.69, -4.12, -0.14 | Gyro: -95.7, 94.7, 111.7 || MPU2 Acc: 3.07, -5.76, 1.89 | Gyro: -105.7, -84.1, 146.6 || Time: 123427 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -5.71, -4.86, 0.90 | Gyro: -97.8, 89.2, 101.9 || MPU2 Acc: 3.66, -4.86, 2.08 | Gyro: -100.7, -87.0, 142.3 || Time: 123436 ms
Enc Cnt: 2 | Angle: 0.8° || MPU1 Acc: -5.30, -5.06, 2.26 | Gyro: -94.1, 83.9, 95.7 || MPU2 Acc: 4.38, -4.00, 2.01 | Gyro: -96.2, -83.6, 137.0 || Time: 123446 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -5.27, -5.43, 2.79 | Gyro: -86.5, 77.5, 96.5 || MPU2 Acc: 4.80, -2.84, 2.47 | Gyro: -90.8, -72.5, 134.5 || Time: 123457 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -5.19, -5.35, 3.28 | Gyro: -79.7, 72.4, 101.1 || MPU2 Acc: 4.80, -2.61, 2.84 | Gyro: -85.7, -63.9, 134.4 || Time: 123466 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -4.86, -5.30, 3.52 | Gyro: -75.9, 65.5, 104.7 || MPU2 Acc: 4.04, -2.58, 3.11 | Gyro: -78.9, -57.8, 131.0 || Time: 123476 ms
Enc Cnt: -2 | Angle: -0.3° || MPU1 Acc: -4.60, -5.27, 3.65 | Gyro: -75.7, 56.0, 103.5 || MPU2 Acc: 3.41, -2.91, 3.18 | Gyro: -68.7, -57.3, 127.0 || Time: 123486 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -3.50, -5.23, 3.26 | Gyro: -78.4, 43.7, 93.0 || MPU2 Acc: 3.17, -3.19, 3.47 | Gyro: -54.8, -59.7, 119.7 || Time: 123498 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -3.32, -5.56, 2.77 | Gyro: -82.7, 34.7, 86.4 || MPU2 Acc: 3.34, -2.73, 3.22 | Gyro: -44.3, -64.5, 114.0 || Time: 123508 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -2.42, -5.84, 2.48 | Gyro: -87.6, 25.8, 79.9 || MPU2 Acc: 3.62, -1.94, 2.80 | Gyro: -35.9, -69.2, 107.8 || Time: 123518 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -1.10, -6.71, 2.42 | Gyro: -91.3, 18.7, 71.3 || MPU2 Acc: 4.10, -1.21, 2.35 | Gyro: -27.4, -74.5, 99.1 || Time: 123529 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.60, -7.88, 2.51 | Gyro: -88.9, 13.9, 61.9 || MPU2 Acc: 5.12, -0.78, 2.12 | Gyro: -20.0, -75.4, 89.5 || Time: 123538 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.13, -9.13, 3.02 | Gyro: -81.2, 9.1, 51.8 || MPU2 Acc: 6.26, -0.18, 1.95 | Gyro: -14.8, -69.6, 76.2 || Time: 123548 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.21, -10.19, 3.36 | Gyro: -65.9, 5.4, 40.6 || MPU2 Acc: 7.22, 0.29, 1.91 | Gyro: -9.5, -57.0, 58.4 || Time: 123559 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.30, -10.68, 3.63 | Gyro: -49.9, 1.5, 32.7 || MPU2 Acc: 8.52, 0.52, 1.71 | Gyro: -4.5, -42.4, 43.2 || Time: 123569 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.42, -10.74, 3.72 | Gyro: -32.8, -2.2, 27.1 || MPU2 Acc: 8.20, 1.00, 1.65 | Gyro: 0.2, -28.3, 29.1 || Time: 123579 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.51, -10.20, 3.42 | Gyro: -12.2, -7.1, 21.3 || MPU2 Acc: 7.87, 1.12, 1.64 | Gyro: 5.4, -10.1, 12.8 || Time: 123591 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.83, -9.00, 2.73 | Gyro: -0.5, -10.9, 16.4 || MPU2 Acc: 6.55, 1.17, 1.51 | Gyro: 8.9, 0.7, 0.8 || Time: 123601 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 1.23, -7.61, 1.84 | Gyro: 5.8, -14.9, 9.6 || MPU2 Acc: 5.97, 1.10, 1.13 | Gyro: 14.6, 5.9, -8.5 || Time: 123611 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 1.46, -6.48, 0.66 | Gyro: 6.6, -17.3, 2.3 || MPU2 Acc: 4.74, 1.37, 0.80 | Gyro: 19.1, 5.4, -16.8 || Time: 123622 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -10.50, -9.32, -17.59 | Gyro: 18.1, -50.7, -71.8 || MPU2 Acc: 11.06, -3.98, -2.98 | Gyro: 13.7, -3.8, -35.0 || Time: 123632 ms
Enc Cnt: -6 | Angle: -1.3° || MPU1 Acc: -0.20, -5.00, -0.47 | Gyro: 9.6, -41.5, -80.1 || MPU2 Acc: 2.63, -0.13, 1.79 | Gyro: 47.6, -10.7, -48.3 || Time: 123642 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 8.70, -15.88, -7.48 | Gyro: 27.4, -53.5, -107.6 || MPU2 Acc: 11.33, 12.20, -9.02 | Gyro: 22.6, -4.5, -64.6 || Time: 123654 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 14.23, -7.15, -3.00 | Gyro: 53.1, 6.9, -175.0 || MPU2 Acc: 4.43, 1.97, -1.79 | Gyro: 7.4, 28.3, -85.5 || Time: 123664 ms
Enc Cnt: -16 | Angle: -3.7° || MPU1 Acc: 2.95, 2.61, -2.30 | Gyro: 47.2, 0.3, -190.7 || MPU2 Acc: 0.03, 0.49, -0.09 | Gyro: 9.2, 7.6, -63.7 || Time: 123674 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -6.15, 0.18, -7.05 | Gyro: 28.9, -3.5, -203.8 || MPU2 Acc: -8.28, 0.46, -1.20 | Gyro: 7.2, -3.7, -58.7 || Time: 123684 ms
Enc Cnt: -27 | Angle: -6.5° || MPU1 Acc: -4.28, -1.06, -0.65 | Gyro: 15.2, 4.1, -184.5 || MPU2 Acc: -6.81, -0.66, -1.19 | Gyro: 4.3, -25.2, -86.2 || Time: 123694 ms
Enc Cnt: -30 | Angle: -7.5° || MPU1 Acc: 0.07, -0.08, 0.19 | Gyro: 14.1, 6.8, -176.0 || MPU2 Acc: -1.31, 0.09, -0.39 | Gyro: 5.8, -22.3, -96.3 || Time: 123704 ms
Enc Cnt: -34 | Angle: -8.5° || MPU1 Acc: 7.13, 0.99, 3.31 | Gyro: 27.1, 6.7, -193.5 || MPU2 Acc: 0.60, 1.19, -0.94 | Gyro: -0.3, -17.6, -82.1 || Time: 123715 ms
Enc Cnt: -40 | Angle: -10.0° || MPU1 Acc: -3.52, -3.68, -0.66 | Gyro: 19.7, 53.6, -224.9 || MPU2 Acc: -0.50, 0.58, 3.83 | Gyro: 13.2, -0.5, -72.6 || Time: 123725 ms
Enc Cnt: -43 | Angle: -10.8° || MPU1 Acc: -10.50, -4.76, 6.38 | Gyro: 11.1, 42.4, -141.0 || MPU2 Acc: -5.44, -9.79, 16.39 | Gyro: 29.9, -18.4, -85.3 || Time: 123735 ms
Enc Cnt: -43 | Angle: -10.8° || MPU1 Acc: -8.45, -1.64, -3.34 | Gyro: 29.3, 23.8, -85.6 || MPU2 Acc: -4.62, -1.15, -1.28 | Gyro: 12.8, -20.7, -107.0 || Time: 123745 ms
Enc Cnt: -38 | Angle: -9.8° || MPU1 Acc: -3.62, 0.54, -9.30 | Gyro: 9.8, -12.8, -16.5 || MPU2 Acc: -4.78, -1.58, -2.13 | Gyro: -6.0, -10.1, -115.9 || Time: 123758 ms
Enc Cnt: -34 | Angle: -8.8° || MPU1 Acc: -0.69, -0.34, -2.85 | Gyro: 0.3, 1.7, -1.5 || MPU2 Acc: 0.99, 0.12, 0.81 | Gyro: -0.8, -18.1, -105.5 || Time: 123767 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: -4.84, -1.80, -1.75 | Gyro: 5.6, 9.1, -2.7 || MPU2 Acc: -0.41, 1.05, -1.04 | Gyro: -10.0, 2.9, -95.5 || Time: 123777 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: 10.98, 0.67, 21.65 | Gyro: 10.6, 40.7, -43.0 || MPU2 Acc: -3.87, -4.96, 3.95 | Gyro: 2.4, -2.7, -93.2 || Time: 123788 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: 13.92, 0.83, 21.65 | Gyro: 24.1, 0.2, -3.2 || MPU2 Acc: -5.54, -6.12, 4.20 | Gyro: 7.1, 18.9, -100.1 || Time: 123797 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -2.51, 5.74, -17.59 | Gyro: 14.9, -11.7, 6.2 || MPU2 Acc: 0.58, 0.07, -1.47 | Gyro: 5.1, 21.0, -95.9 || Time: 123807 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 1.32, 1.25, -2.48 | Gyro: 7.4, 6.1, -2.6 || MPU2 Acc: -0.69, -0.71, -0.51 | Gyro: 6.5, 6.8, -84.8 || Time: 123818 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 0.04, 0.07, -1.15 | Gyro: 1.3, 4.5, -3.1 || MPU2 Acc: 0.57, 0.19, -1.06 | Gyro: 7.1, -3.9, -78.9 || Time: 123828 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.65, 0.25, -0.43 | Gyro: 2.0, 2.6, -3.7 || MPU2 Acc: 1.16, -0.10, -0.44 | Gyro: 7.1, -1.1, -71.4 || Time: 123838 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -0.16, -0.10, -0.44 | Gyro: 2.3, 4.8, -2.6 || MPU2 Acc: -0.12, 0.46, 0.32 | Gyro: 2.3, 1.7, -66.3 || Time: 123848 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.10, 0.09, -0.60 | Gyro: 2.1, 6.0, -1.7 || MPU2 Acc: -0.33, 0.05, -0.68 | Gyro: -0.6, -2.2, -66.2 || Time: 123858 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.03, 0.03, -0.58 | Gyro: 2.3, 6.2, -1.6 || MPU2 Acc: 0.67, 0.00, -0.37 | Gyro: -2.1, -4.3, -63.0 || Time: 123868 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 0.15, 0.09, -0.33 | Gyro: 1.5, 5.9, -1.4 || MPU2 Acc: 1.56, -0.09, -0.92 | Gyro: -3.2, -4.2, -54.8 || Time: 123879 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.11, 0.02, -0.63 | Gyro: 1.0, 4.7, -1.1 || MPU2 Acc: 1.05, -0.11, -0.77 | Gyro: -1.7, -2.4, -48.6 || Time: 123889 ms
Enc Cnt: 4 | Angle: 0.8° || MPU1 Acc: 0.05, 0.01, -0.66 | Gyro: 1.2, 3.3, -1.2 || MPU2 Acc: 0.98, -0.10, -0.87 | Gyro: -2.3, -1.9, -44.0 || Time: 123899 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.08, -0.00, -0.63 | Gyro: 0.8, 2.4, -1.0 || MPU2 Acc: 0.92, 0.04, -0.74 | Gyro: -2.2, -0.6, -40.1 || Time: 123909 ms
Enc Cnt: 7 | Angle: 1.5° || MPU1 Acc: 0.14, 0.10, -0.64 | Gyro: 1.2, 2.9, -1.2 || MPU2 Acc: 0.79, 0.04, -0.50 | Gyro: -2.1, 0.4, -36.6 || Time: 123919 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.05, 0.02, -0.59 | Gyro: 1.0, 3.3, -1.2 || MPU2 Acc: 0.48, 0.10, -0.63 | Gyro: -4.4, 0.3, -35.2 || Time: 123929 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.04, 0.05, -0.78 | Gyro: 1.1, 3.4, -1.0 || MPU2 Acc: 0.61, -0.05, -0.86 | Gyro: -4.9, -0.4, -34.0 || Time: 123939 ms
Enc Cnt: 11 | Angle: 2.5° || MPU1 Acc: 0.08, 0.06, -0.74 | Gyro: 0.9, 2.6, -1.3 || MPU2 Acc: 0.74, -0.03, -0.80 | Gyro: -4.3, -1.0, -32.0 || Time: 123950 ms
Enc Cnt: 12 | Angle: 2.7° || MPU1 Acc: 0.05, 0.00, -0.74 | Gyro: 0.8, 2.0, -1.1 || MPU2 Acc: 1.02, -0.04, -0.82 | Gyro: -3.7, -0.6, -29.3 || Time: 123959 ms
Enc Cnt: 13 | Angle: 3.0° || MPU1 Acc: 0.12, 0.02, -0.63 | Gyro: 0.7, 1.8, -1.0 || MPU2 Acc: 1.20, 0.05, -0.72 | Gyro: -3.4, -0.1, -26.1 || Time: 123969 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 0.14, 0.03, -0.68 | Gyro: 0.6, 1.6, -0.8 || MPU2 Acc: 0.95, 0.06, -0.73 | Gyro: -3.3, 1.2, -23.0 || Time: 123981 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.04, -0.04, -0.76 | Gyro: 0.8, 1.4, -1.3 || MPU2 Acc: 0.88, 0.09, -0.87 | Gyro: -3.0, 2.3, -21.5 || Time: 123991 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.13, 0.05, -0.69 | Gyro: 0.3, 1.0, -0.9 || MPU2 Acc: 0.76, 0.11, -0.89 | Gyro: -2.1, 2.4, -20.0 || Time: 124001 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -0.01, -0.05, -0.68 | Gyro: 0.7, 0.8, -0.9 || MPU2 Acc: 0.62, 0.15, -1.05 | Gyro: -1.5, 2.2, -19.7 || Time: 124012 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.03, 0.01, -0.69 | Gyro: 0.2, 0.0, -0.7 || MPU2 Acc: 0.74, 0.06, -0.84 | Gyro: -0.5, 1.7, -19.8 || Time: 124022 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.10, 0.08, -0.71 | Gyro: -0.1, -0.5, -0.4 || MPU2 Acc: 0.80, 0.13, -0.88 | Gyro: -0.3, 1.2, -19.4 || Time: 124032 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 0.00, -0.09, 0.19 | Gyro: 0.4, 0.2, -0.9 || MPU2 Acc: 1.01, 0.01, -1.19 | Gyro: 0.8, 0.8, -19.2 || Time: 124042 ms
