=== New Logging Session ===
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.05, -0.14 | Gyro: -0.2, 0.0, 0.1 || MPU2 Acc: 0.08, 0.05, -0.04 | Gyro: -0.3, -0.1, 0.3 || Time: 12006 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.03, -0.81, 0.41 | Gyro: 7.1, -7.1, -32.7 || MPU2 Acc: 1.77, 0.59, 0.31 | Gyro: 12.4, 2.2, -37.5 || Time: 96269 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.19, -0.86, 0.15 | Gyro: 7.0, -7.1, -34.2 || MPU2 Acc: 1.70, 0.45, 0.36 | Gyro: 11.9, 2.2, -38.2 || Time: 96279 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.27, -0.89, 0.15 | Gyro: 7.1, -7.3, -36.2 || MPU2 Acc: 1.76, 0.32, 0.28 | Gyro: 11.9, 1.7, -39.6 || Time: 96289 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.19, -0.89, 0.13 | Gyro: 7.7, -8.1, -39.2 || MPU2 Acc: 1.95, 0.19, 0.15 | Gyro: 12.8, 2.4, -41.2 || Time: 96300 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.20, -0.99, 0.14 | Gyro: 8.7, -8.2, -41.7 || MPU2 Acc: 1.92, 0.37, 0.32 | Gyro: 14.6, 2.5, -42.3 || Time: 96310 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.20, -1.17, 0.29 | Gyro: 9.1, -8.8, -44.0 || MPU2 Acc: 1.95, 0.31, 0.38 | Gyro: 14.6, 2.9, -44.0 || Time: 96320 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 1.06, -2.95, -0.97 | Gyro: 14.5, -5.7, -47.4 || MPU2 Acc: 3.32, 2.78, -0.77 | Gyro: 9.2, 3.0, -47.9 || Time: 96331 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.17, -2.71, -0.53 | Gyro: 24.2, 0.9, -44.5 || MPU2 Acc: 4.01, 2.06, -0.01 | Gyro: 0.3, 14.9, -49.4 || Time: 96340 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.43, -1.25, -0.11 | Gyro: 26.1, 1.1, -47.0 || MPU2 Acc: 3.12, -0.32, 0.04 | Gyro: -0.7, 17.7, -47.2 || Time: 96350 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.33, -1.06, 0.57 | Gyro: 26.7, -0.9, -52.4 || MPU2 Acc: 1.96, 0.02, 0.39 | Gyro: 1.4, 17.7, -49.8 || Time: 96362 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.47, -0.89, 1.11 | Gyro: 25.3, -1.9, -54.8 || MPU2 Acc: 1.62, -0.14, 0.90 | Gyro: 3.8, 14.7, -51.5 || Time: 96371 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.71, -0.91, 0.71 | Gyro: 22.4, -2.8, -59.7 || MPU2 Acc: 1.49, -0.58, 0.79 | Gyro: 7.6, 12.1, -53.8 || Time: 96381 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -1.10, -1.01, 0.66 | Gyro: 19.4, -4.5, -66.7 || MPU2 Acc: 1.31, -0.87, 0.87 | Gyro: 11.1, 7.8, -58.4 || Time: 96392 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -1.23, -1.06, 0.59 | Gyro: 18.2, -4.6, -74.5 || MPU2 Acc: 1.33, -1.31, 1.27 | Gyro: 14.8, 3.7, -64.0 || Time: 96401 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -1.00, -1.50, 0.35 | Gyro: 18.0, -7.3, -83.2 || MPU2 Acc: 1.84, -1.40, 0.78 | Gyro: 17.5, 2.6, -71.2 || Time: 96411 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.51, -1.83, -0.05 | Gyro: 18.9, -6.9, -93.1 || MPU2 Acc: 2.44, -1.17, 0.59 | Gyro: 18.9, 1.6, -77.8 || Time: 96421 ms
Enc Cnt: 16 | Angle: 4.2° || MPU1 Acc: -0.60, -2.22, -0.26 | Gyro: 21.9, -7.5, -104.3 || MPU2 Acc: 3.04, -0.81, 0.36 | Gyro: 17.5, 4.2, -83.2 || Time: 96432 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -0.93, -3.18, -0.32 | Gyro: 27.1, -3.1, -112.0 || MPU2 Acc: 3.17, -0.34, -0.05 | Gyro: 14.8, 5.9, -90.3 || Time: 96441 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.96, -2.91, -0.96 | Gyro: 33.2, -0.2, -122.3 || MPU2 Acc: 3.37, -1.08, -0.01 | Gyro: 13.7, 8.1, -99.4 || Time: 96451 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -1.72, -2.71, -0.48 | Gyro: 40.4, -1.6, -137.0 || MPU2 Acc: 3.42, -2.53, -0.03 | Gyro: 12.9, 13.8, -108.5 || Time: 96463 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -2.76, -3.39, 0.07 | Gyro: 44.7, -1.2, -152.2 || MPU2 Acc: 3.53, -3.28, 0.44 | Gyro: 15.2, 14.5, -117.1 || Time: 96472 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -3.59, -3.55, -1.05 | Gyro: 51.3, -1.4, -168.0 || MPU2 Acc: 4.32, -4.54, 0.18 | Gyro: 16.7, 18.4, -129.3 || Time: 96482 ms
Enc Cnt: 7 | Angle: 2.0° || MPU1 Acc: -5.41, -4.50, -1.54 | Gyro: 58.9, -6.1, -187.1 || MPU2 Acc: 4.75, -5.75, 0.19 | Gyro: 19.0, 25.4, -146.6 || Time: 96495 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -6.40, -5.07, -1.26 | Gyro: 63.9, -8.9, -205.8 || MPU2 Acc: 5.01, -6.38, 0.70 | Gyro: 23.1, 30.2, -161.0 || Time: 96504 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -4.71, -3.88, -1.66 | Gyro: 71.5, -9.1, -232.5 || MPU2 Acc: 3.80, -6.10, 0.30 | Gyro: 20.9, 33.5, -173.3 || Time: 96514 ms
Enc Cnt: -1 | Angle: 0.0° || MPU1 Acc: -7.05, -7.63, -1.79 | Gyro: 78.7, 0.1, -255.2 || MPU2 Acc: 4.37, -6.44, 1.45 | Gyro: 19.8, 30.7, -196.6 || Time: 96525 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -4.79, -8.06, -1.98 | Gyro: 86.8, 10.2, -285.5 || MPU2 Acc: 5.26, -6.20, 1.58 | Gyro: 12.4, 31.9, -219.0 || Time: 96534 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -4.67, -7.80, -2.03 | Gyro: 94.4, 30.2, -314.5 || MPU2 Acc: 4.64, -4.73, 2.91 | Gyro: -0.9, 30.1, -238.4 || Time: 96544 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -5.44, -5.91, -2.73 | Gyro: 104.8, 61.9, -342.2 || MPU2 Acc: 3.87, -5.55, 3.22 | Gyro: -24.2, 34.2, -255.4 || Time: 96556 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -6.06, -3.41, -0.98 | Gyro: 112.4, 87.5, -358.6 || MPU2 Acc: 2.27, -6.79, 3.49 | Gyro: -39.6, 45.5, -260.7 || Time: 96565 ms
Enc Cnt: -21 | Angle: -5.0° || MPU1 Acc: -9.17, -2.24, -0.85 | Gyro: 111.3, 118.9, -362.4 || MPU2 Acc: -4.89, -8.71, 3.69 | Gyro: -47.9, 61.7, -260.0 || Time: 96575 ms
Enc Cnt: -27 | Angle: -6.5° || MPU1 Acc: -10.46, -1.25, -4.27 | Gyro: 129.6, 102.5, -369.1 || MPU2 Acc: -0.23, -9.83, 0.42 | Gyro: -57.2, 34.7, -254.4 || Time: 96587 ms
Enc Cnt: -34 | Angle: -8.3° || MPU1 Acc: -6.52, 7.12, -0.72 | Gyro: 128.3, 71.4, -378.9 || MPU2 Acc: -2.93, -10.15, -4.14 | Gyro: -47.2, 44.9, -224.2 || Time: 96597 ms
Enc Cnt: -41 | Angle: -10.3° || MPU1 Acc: -10.46, 8.24, -1.25 | Gyro: 92.9, 18.0, -331.5 || MPU2 Acc: -9.86, 0.48, -0.95 | Gyro: -1.6, 31.2, -173.7 || Time: 96607 ms
Enc Cnt: -45 | Angle: -11.3° || MPU1 Acc: -10.46, 11.90, 1.13 | Gyro: -6.5, -57.1, -144.8 || MPU2 Acc: -6.73, -0.91, -0.31 | Gyro: 84.2, -21.7, -104.1 || Time: 96619 ms
Enc Cnt: -45 | Angle: -11.3° || MPU1 Acc: -10.46, 10.83, -7.22 | Gyro: -57.6, -112.1, -25.5 || MPU2 Acc: -2.71, 3.59, -5.21 | Gyro: 104.1, -61.3, -36.8 || Time: 96629 ms
Enc Cnt: -42 | Angle: -10.5° || MPU1 Acc: -7.17, 6.06, -3.06 | Gyro: -86.3, -101.8, 86.3 || MPU2 Acc: -1.09, 5.02, 2.79 | Gyro: 105.6, -69.6, 18.8 || Time: 96639 ms
Enc Cnt: -38 | Angle: -9.5° || MPU1 Acc: 4.97, 3.74, -2.37 | Gyro: -88.6, -96.9, 117.8 || MPU2 Acc: -1.74, 6.20, -0.86 | Gyro: 70.5, -81.3, 64.1 || Time: 96651 ms
Enc Cnt: -35 | Angle: -8.8° || MPU1 Acc: 5.25, 0.85, -0.16 | Gyro: -85.7, -64.9, 131.9 || MPU2 Acc: -1.28, 6.11, 1.54 | Gyro: 50.7, -61.8, 75.7 || Time: 96661 ms
Enc Cnt: -32 | Angle: -8.3° || MPU1 Acc: 9.24, 1.62, 0.55 | Gyro: -73.1, -36.8, 116.1 || MPU2 Acc: -1.41, 6.34, 0.70 | Gyro: 31.5, -41.0, 84.0 || Time: 96671 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: 5.46, 0.65, 2.40 | Gyro: -62.3, -22.9, 121.6 || MPU2 Acc: -1.55, 5.78, 1.14 | Gyro: 18.3, -32.9, 92.1 || Time: 96681 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 3.49, 0.35, 2.98 | Gyro: -47.0, -19.0, 128.4 || MPU2 Acc: -0.46, 4.92, -0.05 | Gyro: 10.8, -18.6, 97.9 || Time: 96691 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: 0.18, 0.06, 3.48 | Gyro: -32.0, -24.0, 153.9 || MPU2 Acc: -0.13, 4.36, 0.14 | Gyro: 11.3, 0.7, 109.3 || Time: 96701 ms
Enc Cnt: -24 | Angle: -6.2° || MPU1 Acc: -0.33, 0.19, 3.97 | Gyro: -12.0, -34.9, 185.0 || MPU2 Acc: 0.48, 3.88, -0.18 | Gyro: 12.3, 25.1, 123.9 || Time: 96712 ms
Enc Cnt: -21 | Angle: -5.5° || MPU1 Acc: 0.14, -0.22, 3.46 | Gyro: 4.4, -42.3, 214.1 || MPU2 Acc: 0.97, 4.13, 0.16 | Gyro: 12.1, 48.6, 138.4 || Time: 96722 ms
Enc Cnt: -18 | Angle: -4.7° || MPU1 Acc: 0.83, -0.36, 3.18 | Gyro: 20.8, -50.0, 241.6 || MPU2 Acc: 0.69, 4.65, 0.58 | Gyro: 8.0, 72.1, 154.2 || Time: 96732 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: 1.99, -0.37, 2.98 | Gyro: 34.0, -48.6, 262.3 || MPU2 Acc: 0.11, 5.30, 0.91 | Gyro: -0.1, 88.7, 169.6 || Time: 96742 ms
Enc Cnt: -11 | Angle: -3.0° || MPU1 Acc: 3.11, 0.08, 2.03 | Gyro: 43.1, -44.2, 277.5 || MPU2 Acc: -1.06, 5.14, 0.96 | Gyro: -10.7, 98.8, 182.7 || Time: 96753 ms
Enc Cnt: -8 | Angle: -2.2° || MPU1 Acc: 3.08, 0.32, 1.94 | Gyro: 45.8, -38.2, 284.9 || MPU2 Acc: -1.45, 4.80, 1.03 | Gyro: -17.7, 103.6, 194.1 || Time: 96762 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 2.84, 0.79, 0.91 | Gyro: 42.5, -33.4, 288.3 || MPU2 Acc: -1.95, 3.44, 0.88 | Gyro: -24.1, 99.7, 206.6 || Time: 96772 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 1.87, 1.23, 0.09 | Gyro: 30.7, -30.0, 286.7 || MPU2 Acc: -2.58, 2.15, 0.73 | Gyro: -27.1, 90.0, 217.5 || Time: 96784 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 1.41, 1.38, -0.68 | Gyro: 17.6, -27.8, 284.7 || MPU2 Acc: -2.33, 2.36, 0.96 | Gyro: -32.4, 82.7, 225.2 || Time: 96793 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 1.50, 1.50, -1.22 | Gyro: -0.6, -22.9, 283.6 || MPU2 Acc: -3.36, 1.77, -0.40 | Gyro: -29.8, 60.6, 235.7 || Time: 96803 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.68, 1.02, -2.09 | Gyro: -18.3, -15.6, 282.8 || MPU2 Acc: -2.22, 1.60, 0.89 | Gyro: -32.2, 37.7, 243.0 || Time: 96813 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.26, 0.41, -2.13 | Gyro: -33.9, -6.6, 283.3 || MPU2 Acc: -1.62, 1.38, 0.02 | Gyro: -34.2, 19.5, 249.5 || Time: 96823 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.41, -0.26, -2.08 | Gyro: -47.8, 3.2, 282.7 || MPU2 Acc: -0.52, 0.62, 0.46 | Gyro: -37.1, 2.0, 255.7 || Time: 96833 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -1.48, -1.17, -1.97 | Gyro: -59.3, 12.5, 277.7 || MPU2 Acc: 1.03, -0.52, 0.52 | Gyro: -41.4, -10.6, 260.7 || Time: 96844 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -2.71, -1.97, -1.79 | Gyro: -65.9, 18.5, 271.6 || MPU2 Acc: 1.84, -1.27, 0.64 | Gyro: -45.5, -17.9, 262.8 || Time: 96854 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -3.56, -2.72, -1.45 | Gyro: -68.7, 24.0, 265.1 || MPU2 Acc: 2.61, -1.84, 0.65 | Gyro: -48.5, -24.8, 260.6 || Time: 96864 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -4.40, -3.48, -1.26 | Gyro: -68.3, 30.4, 256.6 || MPU2 Acc: 3.39, -2.28, 0.74 | Gyro: -51.8, -29.8, 257.1 || Time: 96876 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -5.22, -3.81, -1.14 | Gyro: -67.2, 33.7, 250.5 || MPU2 Acc: 4.42, -3.13, 1.10 | Gyro: -53.8, -29.8, 254.0 || Time: 96886 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -5.69, -4.13, -1.26 | Gyro: -64.9, 35.1, 241.7 || MPU2 Acc: 4.79, -3.63, 0.98 | Gyro: -56.5, -26.8, 250.2 || Time: 96896 ms
Enc Cnt: 7 | Angle: 2.0° || MPU1 Acc: -5.76, -4.18, -1.28 | Gyro: -62.1, 36.3, 231.5 || MPU2 Acc: 4.76, -3.88, 0.77 | Gyro: -58.5, -24.9, 242.9 || Time: 96907 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -5.70, -3.96, -1.90 | Gyro: -61.2, 42.0, 220.7 || MPU2 Acc: 4.21, -3.66, 1.39 | Gyro: -58.6, -28.3, 235.0 || Time: 96916 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -5.71, -4.11, -1.73 | Gyro: -57.0, 42.2, 212.4 || MPU2 Acc: 6.00, -3.89, 0.53 | Gyro: -62.8, -19.0, 231.5 || Time: 96926 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -5.59, -4.35, -1.60 | Gyro: -53.6, 46.0, 200.9 || MPU2 Acc: 4.79, -3.58, 0.40 | Gyro: -68.3, -20.8, 225.2 || Time: 96937 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -5.54, -4.51, -2.15 | Gyro: -50.2, 49.9, 192.9 || MPU2 Acc: 5.00, -3.54, 0.23 | Gyro: -71.2, -20.8, 216.2 || Time: 96947 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -5.74, -4.29, -2.22 | Gyro: -46.9, 54.8, 185.4 || MPU2 Acc: 4.77, -3.50, 0.24 | Gyro: -75.3, -19.7, 209.5 || Time: 96957 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -5.80, -4.07, -2.22 | Gyro: -47.2, 59.8, 182.0 || MPU2 Acc: 4.44, -3.24, 0.71 | Gyro: -80.1, -23.6, 203.5 || Time: 96967 ms
Enc Cnt: 2 | Angle: 0.8° || MPU1 Acc: -5.10, -4.18, -1.53 | Gyro: -46.4, 60.5, 176.8 || MPU2 Acc: 4.89, -3.97, 3.25 | Gyro: -78.8, -29.0, 195.4 || Time: 96978 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -4.63, -5.50, -0.02 | Gyro: -45.2, 63.6, 167.2 || MPU2 Acc: 5.29, -3.15, 1.53 | Gyro: -77.9, -28.4, 186.6 || Time: 96987 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -4.22, -6.36, 1.85 | Gyro: -38.2, 61.2, 151.8 || MPU2 Acc: 5.84, -2.71, 2.20 | Gyro: -79.6, -17.2, 175.5 || Time: 96997 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -4.09, -7.23, 2.95 | Gyro: -25.1, 56.8, 134.1 || MPU2 Acc: 5.91, -2.45, 2.55 | Gyro: -74.3, -9.8, 158.4 || Time: 97008 ms
Enc Cnt: -2 | Angle: -0.3° || MPU1 Acc: -4.22, -7.93, 3.96 | Gyro: -11.0, 50.0, 120.8 || MPU2 Acc: 6.30, -2.23, 2.61 | Gyro: -68.0, -0.7, 140.6 || Time: 97018 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -4.05, -8.71, 3.97 | Gyro: 6.3, 41.8, 108.0 || MPU2 Acc: 7.32, -1.91, 2.71 | Gyro: -61.3, 13.5, 123.2 || Time: 97028 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -3.61, -9.57, 3.82 | Gyro: 31.0, 32.1, 96.5 || MPU2 Acc: 8.07, -0.58, 2.67 | Gyro: -57.4, 38.2, 102.4 || Time: 97040 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -3.21, -10.35, 3.81 | Gyro: 49.2, 27.2, 93.4 || MPU2 Acc: 8.85, 0.50, 2.80 | Gyro: -57.1, 55.3, 88.4 || Time: 97050 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -2.53, -11.07, 3.30 | Gyro: 66.3, 23.5, 90.4 || MPU2 Acc: 8.76, 1.01, 2.52 | Gyro: -55.9, 69.3, 73.7 || Time: 97060 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -1.15, -11.53, 3.04 | Gyro: 80.5, 19.2, 82.2 || MPU2 Acc: 8.92, 1.26, 2.81 | Gyro: -54.0, 82.1, 54.4 || Time: 97071 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -0.20, -11.90, 2.70 | Gyro: 88.3, 13.6, 68.1 || MPU2 Acc: 9.19, 1.39, 2.86 | Gyro: -51.3, 94.6, 37.6 || Time: 97080 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.62, -11.76, 2.48 | Gyro: 93.8, 8.7, 48.5 || MPU2 Acc: 7.92, 1.55, 3.21 | Gyro: -44.3, 99.5, 17.6 || Time: 97090 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.79, -10.46, 1.86 | Gyro: 95.3, 1.4, 24.7 || MPU2 Acc: 6.66, 1.69, 2.00 | Gyro: -32.1, 95.6, -7.0 || Time: 97102 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.73, -8.71, 1.22 | Gyro: 89.9, -4.2, 10.4 || MPU2 Acc: 5.26, 2.19, 2.06 | Gyro: -23.5, 87.4, -22.4 || Time: 97112 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 1.03, -6.85, 0.93 | Gyro: 78.7, -7.6, 1.6 || MPU2 Acc: 3.98, 2.82, 1.23 | Gyro: -17.9, 72.7, -31.6 || Time: 97122 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -10.46, -2.29, -17.63 | Gyro: 65.4, -70.3, -100.7 || MPU2 Acc: 11.25, -10.15, -2.35 | Gyro: -1.9, 72.2, -55.2 || Time: 97133 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.33, -3.06, 10.08 | Gyro: 37.6, -90.8, -102.7 || MPU2 Acc: -7.28, -0.22, 7.44 | Gyro: 59.2, 45.8, -71.2 || Time: 97142 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 3.88, -4.19, 0.64 | Gyro: 19.7, -90.0, -131.3 || MPU2 Acc: 2.40, -1.48, 1.87 | Gyro: 77.0, 13.1, -82.9 || Time: 97152 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 13.84, -14.17, -5.01 | Gyro: 26.9, -95.6, -181.6 || MPU2 Acc: 6.71, 13.65, -10.41 | Gyro: 71.0, -1.7, -98.2 || Time: 97162 ms
Enc Cnt: -20 | Angle: -4.7° || MPU1 Acc: 12.69, 3.50, 4.58 | Gyro: 38.5, -8.5, -282.2 || MPU2 Acc: -9.84, 3.24, 2.43 | Gyro: 54.6, -60.6, -87.0 || Time: 97175 ms
Enc Cnt: -28 | Angle: -6.7° || MPU1 Acc: -1.13, -1.97, -1.87 | Gyro: 19.5, -8.5, -311.2 || MPU2 Acc: -3.94, 1.02, 5.14 | Gyro: 34.7, -18.0, -76.6 || Time: 97184 ms
Enc Cnt: -35 | Angle: -8.5° || MPU1 Acc: -5.68, -0.91, -6.87 | Gyro: -5.9, -1.6, -255.2 || MPU2 Acc: -2.39, -3.80, -5.80 | Gyro: 12.8, -39.5, -101.0 || Time: 97194 ms
Enc Cnt: -40 | Angle: -9.8° || MPU1 Acc: -3.35, -1.11, -1.56 | Gyro: -14.1, 0.4, -224.2 || MPU2 Acc: -4.80, -1.34, -1.77 | Gyro: 29.8, -66.2, -114.0 || Time: 97205 ms
Enc Cnt: -43 | Angle: -10.8° || MPU1 Acc: 0.91, -0.41, -1.82 | Gyro: -17.2, -14.5, -220.6 || MPU2 Acc: -1.56, -0.43, -2.92 | Gyro: 33.4, -63.1, -114.3 || Time: 97214 ms
Enc Cnt: -47 | Angle: -11.8° || MPU1 Acc: -7.49, -4.46, -0.55 | Gyro: -28.2, -6.2, -204.9 || MPU2 Acc: -0.00, 0.71, 4.11 | Gyro: 29.5, -66.8, -112.8 || Time: 97224 ms
Enc Cnt: -50 | Angle: -12.3° || MPU1 Acc: -8.67, -3.43, 2.75 | Gyro: -27.5, -0.4, -174.5 || MPU2 Acc: 0.30, -4.01, 1.21 | Gyro: 30.2, -58.5, -114.5 || Time: 97235 ms
Enc Cnt: -50 | Angle: -12.5° || MPU1 Acc: -10.46, -8.08, 2.51 | Gyro: -27.3, 22.2, -129.1 || MPU2 Acc: 2.22, -5.68, 3.03 | Gyro: 44.0, -61.2, -126.7 || Time: 97244 ms
Enc Cnt: -48 | Angle: -12.0° || MPU1 Acc: -10.46, -6.51, -0.81 | Gyro: -11.8, 0.9, -60.8 || MPU2 Acc: 4.84, -2.94, -0.37 | Gyro: 42.0, -36.5, -139.6 || Time: 97254 ms
Enc Cnt: -42 | Angle: -10.8° || MPU1 Acc: 0.30, 0.28, -0.05 | Gyro: -6.0, -14.4, -2.2 || MPU2 Acc: 3.29, 0.38, 0.89 | Gyro: 24.7, -6.5, -129.6 || Time: 97265 ms
Enc Cnt: -38 | Angle: -9.5° || MPU1 Acc: -3.69, -0.66, -3.03 | Gyro: -11.9, -5.2, -4.6 || MPU2 Acc: 1.14, 0.87, 1.89 | Gyro: 15.7, -6.0, -111.9 || Time: 97275 ms
Enc Cnt: -34 | Angle: -8.5° || MPU1 Acc: -1.71, -0.41, -0.20 | Gyro: -12.7, -7.7, -4.0 || MPU2 Acc: -0.02, 0.08, 1.27 | Gyro: 8.9, 3.8, -101.3 || Time: 97285 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 4.32, 1.13, 7.35 | Gyro: -10.1, 4.8, -6.1 || MPU2 Acc: -1.75, -0.61, 0.98 | Gyro: 6.1, 0.9, -98.8 || Time: 97297 ms
Enc Cnt: -25 | Angle: -6.5° || MPU1 Acc: 2.25, 1.20, -0.53 | Gyro: -0.6, 8.9, -2.1 || MPU2 Acc: 0.91, 1.06, -2.59 | Gyro: 4.5, 5.3, -102.4 || Time: 97306 ms
Enc Cnt: -21 | Angle: -5.5° || MPU1 Acc: -3.86, -1.25, -3.15 | Gyro: -1.8, 4.7, 0.2 || MPU2 Acc: 1.77, 0.40, -0.70 | Gyro: 12.7, -9.6, -91.2 || Time: 97316 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -0.17, -0.21, 0.27 | Gyro: 2.5, 2.2, -0.2 || MPU2 Acc: 2.45, -0.08, 0.06 | Gyro: 11.7, -5.8, -76.3 || Time: 97326 ms
Enc Cnt: -15 | Angle: -4.0° || MPU1 Acc: -0.07, 0.18, -0.31 | Gyro: -0.4, 1.7, -0.5 || MPU2 Acc: 1.83, 0.02, 1.24 | Gyro: 7.3, -6.1, -64.5 || Time: 97336 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 0.03, 0.03, 0.14 | Gyro: 0.6, 3.3, -0.6 || MPU2 Acc: 0.68, 0.23, 0.98 | Gyro: 0.5, -0.7, -56.2 || Time: 97346 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.14, 0.04, 0.28 | Gyro: 0.3, 9.0, -0.6 || MPU2 Acc: 0.71, 0.19, 0.62 | Gyro: -5.1, -1.1, -50.3 || Time: 97358 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -0.29, 0.21, -0.41 | Gyro: 0.2, 7.7, -0.4 || MPU2 Acc: 0.70, -0.24, -0.57 | Gyro: -4.2, -2.9, -45.4 || Time: 97367 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.02, 0.15, -0.26 | Gyro: 0.3, 5.7, -0.3 || MPU2 Acc: 0.58, 0.02, 0.40 | Gyro: -4.9, 2.3, -41.9 || Time: 97377 ms
Enc Cnt: -5 | Angle: -1.5° || MPU1 Acc: -0.05, 0.12, -0.21 | Gyro: 0.0, 7.8, -0.4 || MPU2 Acc: 0.74, 0.05, 0.35 | Gyro: -7.0, 0.3, -37.1 || Time: 97388 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.06, 0.16, -0.06 | Gyro: 0.8, 9.5, -0.5 || MPU2 Acc: 0.32, 0.20, 0.35 | Gyro: -9.5, 0.0, -34.0 || Time: 97397 ms
